sentence,yngve_score,frazier_score,dependency_distance_score
"Note that the features h1, .",2,0.6428571428571429,2
.,0,1,0
.,0,1,0
", hn correspond to the entire space of weak hypotheses rather than merely the weak hypotheses that were previously found up to that point by the weak learner.",2,0.8620689655172413,2
"Of course, this will often be an enormous space, but one, nevertheless, that can be discussed mathematically.",3,0.9090909090909091,3
"In practice, it may often be necessary to rely on a weak learner that can only approximately search the entire space.",2,0.9782608695652174,2
"For instance, greedy algorithms such as C4.5 are often used for this purpose to nd a good decision tree from the space of all possible decision trees.",2,0.7333333333333333,3
"To simplify the discussion, let us suppose for the moment that all of the weak hypotheses are Boolean, i.e., with range {1,+1}.",2,0.9833333333333333,2
"In this case, the weak learner attempts to choose the weak hypothesis with smallest error rate, that is, with the smallest weighted number of mistakes (in which h j (xi ) (cid.12)= yi ) relative to a distribution over training examples selected by AdaBoost.",4,0.8611111111111112,3
"Given the choice of weak hypothesis h j , AdaBoost then updates the associated parameter  j by adding some value  to it where  is a simple formula of this weighted error rate (note that a parameter may be updated more than once in this framework).",3,0.8020833333333334,3
"As mentioned above, in practice, the weak learner may not always succeed in nding the best h j (in the sense of minimizing weighted error rate), for instance, if the size of the space of weak hypotheses precludes an exhaustive search.",3,0.84375,5
"However, in this paper, we make the idealized assumption that the weak learner always chooses the best h j .",3,0.6363636363636364,3
"Given this assumption, it has been noted by Breiman (1997a, 1999) and various later authors (Friedman, Hastie, & Tibshirani, 2000; Mason et al., 1999; Ratsch, Onoda, & Muller, 2001; Schapire & Singer, 1999) that the choice of both h j and  are done in such a way as to cause the greatest decrease in the exponential loss induced by , given that only a single component of  is to be updated.",4,0.8202247191011236,5
"In this paper, we show for the rst time that AdaBoost is in fact a provably effective method for nding parameters  which minimize the exponential loss (assuming, as noted above, that the weak learner always chooses the best h j ).",3,0.8913043478260869,3
"In practice, early stopping (limiting the number of rounds of boosting, rather than running the algorithm to convergence) is often used to mitigate problems with overtraining.",3,1.096774193548387,4
"In this case the sequential algorithms in this paper can be considered to be feature selection methods, in that only a subset of the parameters will obtain non-zero values.",2,0.8548387096774194,3
"Thus, the sequential methods can be used both for feature selection, or for search for the minimum of the loss function.",2,0.7291666666666666,3
"We also give an entirely new algorithm for minimizing exponential loss in which, on each round, all of the parameters  j are updated in parallel rather than one at a time.",3,0.9852941176470589,4
Our hope is that in some situations this parallel-update algorithm will be faster than the sequential-update algorithm.,2,0.7777777777777778,4
See Section 11 for preliminary experiments in this regard.,1,0.95,2
"Instead of using f as a classication rule, we might instead postulate that the yi s were generated stochastically as a function of the xi s and attempt to use f(x) to estimate the probability of the associated label y.  Generalized and improved iterative scaling (Darroch & Ratcliff, 1972; Della Pietra, Della Pietra, & Lafferty, 1997) are popular parallel-update methods for minimizing this loss.",6,0.9210526315789473,2
"In this paper, we give an alternative parallel-update algorithm which we compare to iterative scaling techniques in preliminary experiments in Section 11.",2,0.8333333333333334,3
"In this section, we give background on optimization using Bregman distances.",2,0.8846153846153846,2
This will form the unifying basis for our study of boosting and logistic regression.,2,0.9333333333333333,2
"The particular set-up that we follow is taken primarily from Lafferty, Della Pietra, and Della Pietra (1997).",3,0.8181818181818182,2
Let F .,1,1.1666666666666667,1
" R be a strictly convex function dened on a closed, convex set  Rm.",2,0.7,3
"Assume F is differentiable at all points of int, the interior of , which we assume is nonempty.",4,1.05,2
"Generally, although not always a metric or even symmetric, it can be shown that every Bregman distance is nonnegative and is equal to zero if and only if its two arguments are equal.",3,0.8472222222222222,3
We assume that BF can be extended to a continuous extended real-valued function over all of   .,2,1.0,3
"There is a natural optimization problem that can be associated with a Bregman distance, namely, to nd the vector p   that is closest to a given vector q0   subject to a set of linear constraints.",3,0.8947368421052632,3
"In other words, the problem is to project q0 onto a linear subspace.",2,0.6333333333333333,2
The constraints dening the linear subspace are specied by some m  n matrix M and some vector p  .,3,0.6052631578947368,3
"At this point, we introduce a function LF and a set Q   which are intimately related to the optimization problem in Eqs.",2,0.875,2
(6) and (7).,2,1,2
"After giving formal denitions, we give informal argumentsthrough the use of Lagrange multipliersfor the relationships between P, Q and LF .",2,1.0217391304347827,3
"Finally, we state Theorem 1, which gives a complete connection between these concepts, and whose results will be used throughout this paper.",3,0.9038461538461539,3
Let us dene the function LF .,1,1.0,2
"int  Rm  int to be  In order for this to be mathematically sound, we assume that  F is a bijective (one-to-one and onto) mapping from int to Rm so that its inverse ( F )1 is dened.",4,1.0238095238095237,5
It is straightforward to verify that LF has the following additive property.,2,0.9230769230769231,3
We now return to the optimization problem in Eqs.,2,0.95,1
"(6) and (7), and describe informally how it can be solved in some cases using the method of Lagrange multipliers.",2,0.9807692307692307,3
"To use this method, we start by forming the Lagrangian.",2,0.7916666666666666,1
"By the usual theory of Lagrange multipliers, the solution to the original optimization problem is determined by the saddle point of this Lagrangian, where the minimum should be taken with respect to the parameters p, and the maximum should be taken with respect to the Lagrange multipliers .  Differentiating K (p, ) with respect to  and setting the result equal to zero simply implies that p must satisfy the constraints in Eq.",4,0.7450980392156863,5
"(5), and hence that p  P. So we have shown that nding a saddle point of the Lagrangianand thereby solving the constrained optimization problem in Eqs.",2,0.75,9
(6) and (7)is equivalent to nding a point in P  Q.,2,1.21875,2
"Finally, if we plug Eq.",2,0.9285714285714286,1
(13) into the Lagrangian in Eq.,2,1,1
"(11), we are left with the problem  of maximizing.",2,1.0769230769230769,2
"In other words, because BF (p(cid.17) q0) is constant (relative to ), the original optimization problem has been reduced to the dual problem of minimizing BF (p(cid.17) q) over q  Q.",3,0.8586956521739131,3
"To summarize, we have argued informally that if there is a point q(cid.11) in P  Q then this point minimizes BF (p(cid.17) q0) over p  P and also minimizes BF (p(cid.17) q0) over q  Q.",3,0.9038461538461539,2
"It turns out, however, that P  Q can sometimes be empty, in which case this method does not yield a solution.",3,0.7,3
"Nevertheless, if we instead use the closure of Q, which, intuitively, has the effect of allowing some or all of the Lagrange multipliers to be innite, then there will always exist a unique solution.",5,1.0125,4
"That is, as stated in the next theorem, for a large family of Bregman distances, P  Q always contains exactly one point, and that one point is the  unique solution of both optimization problems (where we also extend the constraint set of the dual problem from Q to Q).",4,0.8482142857142857,4
"We take Theorem 1 from Lafferty, Della Pietra, and Della Pietra (1997).",3,0.7352941176470589,2
We do not give the full details of the conditions that F must satisfy for this theorem to hold since these go beyond the scope of the present paper.,2,1.0333333333333334,2
"Instead, we refer the reader to Della Pietra, Della Pietra, and Lafferty (2001) for a precise formulation of these conditions and a complete proof.",3,0.65,3
"A proof for the case of (normalized) relative entropy is given by Della Pietra, Della Pietra, and Lafferty (1997).",3,0.75,2
"Moreover, their proof requires very minor modications for all of the cases considered in the present paper.",2,0.8157894736842105,2
"Closely related results are given by Censor and Lent (1981) and Csiszar (1991, 1995).",3,0.725,2
See also Censor and Zenioss book (1997).,2,0.95,3
Theorem 1.,1,1,1
"Let p, q0, M, , F, BF ,P and Q be as above.",6,0.631578947368421,4
Assume BF (p(cid.17) q0) < .,3,1.1666666666666667,1
"Then for a large family of functions F, including all functions considered in this paper, there exists a unique q(cid.11)   satisfying.",4,0.7321428571428571,3
"Moreover, any one of these four properties determines q(cid.11) uniquely.",2,0.78125,2
Proof sketch.,1,1,0
"As noted above, a complete and general proof is given by Della Pietra, Della Pietra, and Lafferty (2001).",3,0.7083333333333334,2
"However, the proof given by Della Pietra, Della Pietra, and Lafferty (1997) for normalized relative entropy can be modied very easily for all of the cases of interest in the present paper.",3,0.8421052631578947,3
The only step that needs slight modication is in showing that the minimum in part 3 exists.,2,1.1666666666666667,2
"For this, we note in each case that the set  is bounded.",2,0.9285714285714286,3
"Therefore, we can restrict the minimum in part 3 to the intersection of Q with the closure of this set.",2,0.8863636363636364,2
"Since this smaller set is compact and since BF (p(cid.17)) is continuous, the minimum must be attained at some point q.",3,0.9464285714285714,2
The rest of the proof is essentially identical (modulo supercial changes in notation).,2,0.78125,2
This theorem will be extremely useful in proving the convergence of the algorithms described below.,2,1.0,2
We will show in the next section how boosting and logistic regression can be viewed as optimization problems of the type given in part 3 of the theorem.,2,0.8448275862068966,2
"Then, to prove optimality, we only need to show that our algorithms converge to a point in P  Q.",2,1.1428571428571428,3
"Part 2 of Theorem 1 is a kind of Pythagorean theorem that is often very useful (for  instance, in the proof of the theorem), though not used directly in this paper.",3,0.9305555555555556,4
"We return now to the boosting and logistic regression problems outlined in Section 2, and show how these can be cast in the form of the optimization problems outlined above.",3,0.90625,4
"To view this problem in the form given in Section 3, we let p = 0, q0 = 1 (the all 0s and all  j yi h j (xi ).",3,0,2
We let the space  = Rm+.,2,0.875,2
"Finally, we take F to be as in Eq.",2,1.0909090909090908,1
(4) so that BF is the unnormalized relative entropy.,2,0.5416666666666666,2
Logistic regression can be reduced to an optimization problem of this form in nearly the  same way.,2,0.75,3
"For shorthand, we call this the LogLoss problem.",2,0.9,2
We dene p and M exactly as for exponential loss.,2,0.6818181818181818,2
"The vector q0 is still constant, but now is dened to be (1/2)1, and the space  is now restricted to be [0, 1]m. These are minor differences, however.",4,0.8181818181818182,2
.,0,1,0
"Thus, DB (0(cid.17)LF (q0, M)) is equal to Eq.",4,1.0,3
(17) so minimizing DB (0(cid.17) q) over q  Q is equivalent to minimizing Eq.,3,1.0,2
(17).,1,0,1
"As before, this is the same as nding q  Q satisfying the constraints in Eq.",2,0.8529411764705882,2
(16).,1,0,1
"Thus, the exponential loss and logistic loss problems t into our general framework using nearly identical settings of the parameters.",3,0,2
The main difference is in the choice of Bregman distanceunnormalized relative entropy for exponential loss and binary relative entropy for logistic loss.,2,0.782608695652174,3
"The former measures distance between nonnegative vectors representing weights over the instances, while the latter measures distance between distributions on possible labels, summed over all of the instances.",3,0.8709677419354839,2
"In this section, we describe a new algorithm for the ExpLoss and LogLoss problems using an iterative method in which all weights  j are updated on each iteration.",3,0.7833333333333333,3
The algorithm is shown in gure 1.,1,0.8125,1
The algorithm can be used with any function F satisfying certain conditions described below.,2,0.9,1
"In particular, we will see that it can be used with the choices of F given in Section 4.",2,1.0,2
"Thus, this is really a single algorithm that can be used for both loss-minimization problems by setting the parameters appropriately.",2,0.9772727272727273,3
"Note that, without loss of generality, we assume in this section that for all instances i.",2,1.0277777777777777,3
The algorithm is very simple.,1,0.75,1
"On each iteration, the vector t is computed as shown and added to the parameter vector t .",2,0.631578947368421,2
We assume for all our algorithms that the inputs are such that innite-valued updates never occur.,2,0.9705882352941176,3
This algorithm is new for both minimization problems.,1,0.7222222222222222,1
"Optimization methods for Exploss, notably AdaBoost, have generally involved updates of one feature at a time.",3,0.9736842105263158,2
"Parallel-update  methods for LogLoss are well known (see, for example, Darroch & Ratcliff, 1972; Della Pietra, Della Pietra, & Lafferty, 1997)).",4,0.75,3
"However, our updates take a different form from the usual updates derived for logistic models.",2,0.6764705882352942,2
We discuss the differences in Section 9.,1,0.9375,1
We will prove next that the algorithm given in Fig.,1,1.0909090909090908,1
1 converges to optimality for either loss.,1,1.0625,1
"We prove this abstractly for any matrix M and vector q0, and for any function F satisfying Theorem 1 and the following conditions.",3,0.64,3
We will show later that the choices of F given in Section 4 satisfy these conditions which  will allow us to prove convergence for ExpLoss and LogLoss.,2,1.1428571428571428,3
"To prove convergence, we use the auxiliary-function technique of Della Pietra, Della Pietra, and Lafferty (1997).",3,0,2
"Very roughly, the idea of the proof is to derive a nonnegative lower bound called an auxiliary function on how much the loss decreases on each iteration.",2,0.9655172413793104,2
"Since the loss never increases and is lower bounded by zero, the auxiliary function must converge to zero.",3,0.9,2
"The nal step is to show that when the auxiliary function is zero, the constraints dening the set P must be satised, and therefore, by Theorem 1, we must have converged to optimality.",4,0.8026315789473685,4
"Before proving convergence of specic algorithms, we prove the following lemma which shows, roughly, that if a sequence has an auxiliary function, then the sequence converges to the optimum point q(cid.11).",3,0.8375,4
"Thus, proving convergence of a specic algorithm reduces to simply nding an auxiliary function.",2,0.875,2
Note that the qt s will lie in a compact subspace of Q if Condition 2 holds and BF (0(cid.17) q1) <.,3,0.896551724137931,2
"In the algorithm in gure 1, and in general in the algorithms in this paper, 1 = 0, so that q1 = q0 and the condition BF (0(cid.17) q0) < implies BF (0(cid.17) q1) <.",5,0.9117647058823529,3
BF (0(cid.17) q0) < is an input condition for all of the algorithms in this paper.,3,0.9347826086956522,2
Proof.,0,0,0
"By condition (22), BF (0(cid.17) qt ) is a nonincreasing sequence.",3,0.875,2
"As is the case for all Bregman distances, BF (0(cid.17) qt ) is also bounded below by zero.",3,0.96,2
Using the condition of Eq.,1,1.0833333333333333,1
"(22), this means that A(qt ) must also converge to zero.",2,1.0588235294117647,2
"Because we assume that the qt s lie in a compact space, the sequence of qt s must have a subsequence converging to some point q  .",3,0.875,2
"By continuity of A, we have A(q) = 0.",2,1.0357142857142858,1
"Therefore, q  P from the condition given by Eq.",2,0.9545454545454546,2
"(23), where P is as in Eq.",2,1.1363636363636365,2
(7).,1,0,1
"On the other hand, q is the limit of a sequence of points in Q so q  Q.",1,0.9736842105263158,2
"Thus, q  P  Q so q = q(cid.11) by Theorem 1.",2,0.6764705882352942,2
This argument and the uniqueness of q(cid.11) show that the qt s have only a single limit point q(cid.11).,3,0.7142857142857143,2
Suppose that the entire sequence did not converge to q(cid.11).,2,0.9,3
"Then we could nd an open set B containing q(cid.11) such that {q1, q2, .",3,0.9545454545454546,2
.,0,1,0
.},0,0,0
 B contains innitely many points and therefore has a limit point which must be in the closed set   B and so must be different from q(cid.11).,3,0.8709677419354839,3
"This, we have already argued, is impossible.",2,1.1,2
"Therefore, the entire sequence converges to q(cid.11).",2,0.7692307692307693,1
We can now apply this lemma to prove the convergence of the algorithm of gure 1.,2,1.0,2
Theorem 3.,1,1,1
"Let F satisfy Theorem 1 and Conditions 1 and 2, and assume that BF (0(cid.17) q0) <.",3,0.9,3
"Let the sequences 1, 2, .",2,1.0,2
.,0,1,0
.,0,1,0
"and q1, q2, .",2,0,1
.,0,1,0
.,0,1,0
be generated by the algorithm of gure 1.,1,0.9444444444444444,1
"To apply this theorem to the ExpLoss and LogLoss problems, we only need to verify that  Conditions 1 and 2 are satised.",4,0.875,3
The rst and second equalities use Eqs.,2,0.8125,1
"(18) and (19), respectively.",2,0,3
The nal inequality uses 1 + x  ex for all x.,1,0.8636363636363636,2
"Condition 2 holds trivially for LogLoss since  = [0, 1]m is bounded.",3,0.8235294117647058,2
"Note that while Condition 1 holds for the loss functions we are considering, it may not hold for all Bregman distances.",3,1.065217391304348,4
"Lafferty, Della Pietra, and Della Pietra (1997) describe parallel update algorithms for Bregman distances, using the auxiliary function technique.",3,0.9,3
"Their method does not require Condition 1, and therefore applies to arbitrary Bregman distances; however, each iteration of the algorithm requires solution of a system of equations that requires a numerical search technique such as Newtons method.",3,0.7682926829268293,3
"In this section, we describe another algorithm for the minimization problems described in Section 4.",2,0.7941176470588235,2
"However, unlike the algorithm of Section 5, the one that we present now only updates the weight of one feature at a time.",2,0.9423076923076923,3
"While the parallel-update algorithm may give faster convergence when there are not too many features, the sequential-update algorithm can be used when there are a very large number of features using an oracle for selecting which feature to update next.",3,1.130952380952381,3
"For instance, AdaBoost, which is essentially equivalent to the sequential-update algorithm for ExpLoss, uses an assumed weak learning algorithm to select a weak hypothesis, i.e., one of the features.",3,0.8142857142857143,4
The sequential algorithm that we present for LogLoss can be used in exactly the same way.,2,0.8823529411764706,2
The algorithm is shown in gure 2.,1,0.8125,1
"On each round, a single feature jt is rst chosen to maximize the inner product of the corresponding column of the matrix M with the vector qt .",3,0.7413793103448276,3
The quantity t is then computed and added to the jt th component of .,2,0.6333333333333333,1
"It may seem surprising or even paradoxical that the algorithm does not explicitly guarantee that all of the components of  are eventually updated, and yet we are able to prove convergence to optimality.",4,0.9857142857142858,4
"Apparently, all components which need to be nonzero will eventually be selected by the algorithm for updating.",2,1.2105263157894737,3
"Moreover, on each iteration, although only one component is actually updated, in fact, all of the components are considered for updating which means that all of them are implicitly used in the computation of the eventual update to . Theorem 4.",3,1.1162790697674418,4
"Given the assumptions of Theorem 3, the algorithm of gure 2 converges to optimality in the sense of Theorem 3.",3,0.8409090909090909,3
"As mentioned above, this algorithm is essentially equivalent to AdaBoost, specically, the version of AdaBoost rst presented by Freund and Schapire (1997).",4,0.6964285714285714,3
"In AdaBoost, on each iteration, a distribution Dt over the training examples is computed and the weak learner seeks a weak hypothesis with low error with respect to this distribution.",3,0.6818181818181818,2
"The algorithm presented in this section assumes that the space of weak hypotheses consists of the features h1, .",2,0.85,3
.,0,1,0
.,0,1,0
", hn, and that the weak learner always succeeds in selecting the feature with lowest error (or, more accurately, with error farthest from 1/2).",3,1.1333333333333333,4
Theorem 4 then is the rst proof that AdaBoost always converges to the minimum of the exponential loss (assuming an idealized weak learner of the form above).,3,0.8833333333333333,3
"Note that when q(cid.11) (cid.12)= 0, this theorem also tells us the exact form of lim Dt .",3,1.0,2
"However, we do not know what the limiting behavior of Dt is when q(cid.11) = 0, nor do we know about the limiting behavior of the parameters t (whether or not q(cid.11) = 0).",3,0.9148936170212766,5
We have also presented in this section a new algorithm for logistic regression.,2,0.8214285714285714,2
"In fact, this algorithm is the same as one given by Duffy and Helmbold (1999) except for the choice of t .",2,0.86,2
"In practical terms, very little work would be required to alter an existing learning system based on AdaBoost so that it uses logistic loss rather than exponential lossthe only difference is in the manner in which qt is computed from t .",3,0.9651162790697675,2
"Thus, we could easily convert any system such as SLIPPER (Cohen & Singer, 1999), BoosTexter (Schapire & Singer, 2000) or alternating trees (Freund & Mason, 1999) to use logistic loss.",5,0.7142857142857143,4
"We can even do this for systems based on condence-rated boosting (Schapire & Singer, 1999) in which t and jt are chosen together on each round to minimize Eq.",3,1.0151515151515151,3
(30) rather than an approximation of this expression as used in the algorithm of gure 2.,2,0.8157894736842105,2
(Note that the proof of Theorem 4 can easily be modied to prove the convergence of such an algorithm using the same auxiliary function.),3,0.8888888888888888,4
