sentence,yngve_score,frazier_score,dependency_distance_score
"In this approach the training and decoding problems are very closely related  the training method decodes training examples in sequence, and makes simple corrective updates to the parameters when errors are made.",3,0.75,4
Thus the main complexity of the method is isolated to the decoding problem.,2,0.75,2
"We describe an approach that uses an incremental, left-to-right parser, with beam search, to nd the highest scoring analysis under the model.",3,0.7884615384615384,6
The same search method is used in both training and decoding.,2,0.7083333333333334,2
"We implemented the perceptron approach with the same feature set as that of an existing generative model (Roark, 2001a), and show that the perceptron model gives performance competitive to that of the generative model on parsing the Penn treebank, thus demonstrating that an unnormalized discriminative parsing model can be applied with heuristic search.",3,0.8305084745762712,4
"We also describe several renements to the training algorithm, and demonstrate their impact on convergence properties of the method.",3,0.7380952380952381,3
"Finally, we describe training the perceptron model with the negative log probability given by the generative model as another feature.",2,0.7272727272727273,2
"This provides the perceptron algorithm with a better starting point, leading to large improvements over using either the generative model or the perceptron algorithm in isolation (the hybrid model achieves 88.8% f-measure on the WSJ treebank, compared to gures of 86.7% and 86.6% for the separate generative and perceptron models).",4,0.7068965517241379,4
The approach is an extremely simple method for integrating new features into the generative model.,2,0.8125,2
"essentially all that is needed is a denition of feature-vector representations of entire parse trees, and then the existing parsing algorithms can be used for both training and decoding with the models.",4,0.7794117647058824,3
"2 The General Framework In this section we describe a general framework  linear models for NLP  that could be applied to a diverse range of tasks, including parsing and tagging.",3,0.90625,2
"We then describe a particular method for parameter estimation, which is a generalization of the perceptron algorithm.",2,0.9473684210526315,2
"Finally, we  give an abstract description of an incremental parser, and describe how it can be used with the perceptron algorithm.",3,0.8333333333333334,4
We follow the framework outlined in Collins (2002; 2004).,2,1.0384615384615385,2
The task is to learn a mapping from inputs x  X to outputs y  Y.,2,1.0666666666666667,2
"For example, X might be a set of sentences, with Y being a set of possible parse trees.",2,0.9047619047619048,2
"We assume.. Training examples (xi, yi) for i = 1 .",1,1.1666666666666667,7
.,0,1,0
.,0,1,0
n.  The learning task is to set the parameter values  using the training examples as evidence.,0,0,23
The decoding algorithm is a method for searching for the arg max in Eq.,2,0.9333333333333333,1
1.,0,1.25,0
This framework is general enough to encompass several tasks in NLP.,2,0.9166666666666666,2
"In this paper we are interested in parsing, where (xi, yi), GEN, and  can be dened as follows.",3,1.1,3
" Each training example (xi, yi) is a pair where xi is a sentence, and yi is the gold-standard parse for that sentence.",4,0.7962962962962963,3
" Given an input sentence x, GEN(x) is a set of possible parses for that sentence.",3,0.775,1
"For example, GEN(x) could be dened as the set of possible parses for x under some context-free grammar, perhaps a context-free grammar induced from the training examples.",2,0.803030303030303,2
" The representation (x, y) could track arbitrary features of parse trees.",2,0.9666666666666667,1
"As one example, suppose that there are m rules in a context-free grammar (CFG) that denes GEN(x).",2,1.0208333333333333,2
"Then we could dene the ith component of the representation, i(x, y), to be the number of times the ith context-free rule appears in the parse tree (x, y).",3,0.8589743589743589,3
This is implicitly the representation used in probabilistic or weighted CFGs.,2,0.7916666666666666,2
Note that the difculty of nding the arg max in Eq.,2,0.875,2
1 is dependent on the interaction of GEN and .,2,1.05,1
"In many cases GEN(x) could grow exponentially with the size of x, making brute force enumeration of the members of GEN(x) intractable.",3,1.0166666666666666,2
"For example, a context-free grammar could easily produce an exponentially growing number of analyses with sentence length.",2,0.8157894736842105,3
"For some representations, such as the rule-based representation described above, the arg max in the set enumerated by the CFG can be found efciently, using dynamic programming algorithms, without having to explicitly enumerate all members of GEN(x).",3,0.9444444444444444,3
However in many cases  we may be interested in representations which do not allow efcient dynamic programming solutions.,2,0.9473684210526315,2
"One way around this problem is to adopt a two-pass approach, where GEN(x) is the top N analyses under some initial model, as in the reranking approach of Collins (2000).",3,0.8552631578947368,3
"In the current paper we explore alternatives to reranking approaches, namely heuristic methods for nding the arg max, specically incremental beam-search strategies related to the parsers of Roark (2001a) and Ratnaparkhi (1999).",3,0.8589743589743589,2
"We now consider the problem of setting the parameters, , given training examples (xi, yi).",3,0.9,4
"We will briey review the perceptron algorithm, and its convergence properties  see Collins (2002) for a full description.",3,0,3
The algorithm and theorems are based on the approach to classication problems described in Freund and Schapire (1999).,2,0.8333333333333334,2
Figure 1 shows the algorithm.,1,0.75,1
"the most complex step of the method is nding zi = arg maxzGEN(xi) (xi, z)   and this is precisely the decoding problem.",6,1.0,2
Thus the training algorithm is in principle a simple part of the parser.,2,0.75,2
"any system will need a decoding method, and once the decoding algorithm is implemented the training algorithm is relatively straightforward.",3,0.5681818181818182,2
We will now give a rst theorem regarding the convergence of this algorithm.,2,0.9642857142857143,2
"First, we need the following denition.",2,0.6875,2
In other words GEN(xi) is the set of incorrect candidates for an example xi.,2,0.8611111111111112,2
"This theorem implies that if there is a parameter vector U which makes zero errors on the training set, then after a nite number of iterations the training algorithm will converge to parameter values with zero training error.",4,0.725,5
"A crucial point is that the number of mistakes is independent of the number of candidates for each example  on the separation of the training data, where separation is dened above.",3,0.9848484848484849,2
This is important because in many NLP problems GEN(x) can be exponential in the size of the inputs.,2,0.9545454545454546,1
All of the convergence and generalization results in Collins (2002) depend on notions of separability rather than the size of GEN.  Two questions come to mind.,3,0.9827586206896551,2
"First, are there guarantees for the algorithm if the training data is not separable?",2,0.96875,2
"Second, performance on a training sample is all very well, but what does this guarantee about how well the algorithm generalizes to newly drawn test examples?",3,0.7931034482758621,3
Freund and Schapire (1999) discuss how the theory for classication problems can be extended to deal with both of these questions; Collins (2002) describes how these results apply to NLP problems.,3,0.9864864864864865,3
"As a nal note, following Collins (2002), we used the averaged parameters from the training algorithm in decoding test examples in our experiments.",3,0.75,3
Say t i is the parameter vector after the ith example is processed on the tth pass through the data in the algorithm in gure 1.,2,0.7592592592592593,2
Then the averaged parameters AV G are dened i/N T .,2,0.6818181818181818,2
Freund and Schapire (1999) originally proposed the averaged parameter method; it was shown to give substantial improvements in accuracy for tagging tasks in Collins (2002).,3,0.8709677419354839,2
This section gives a description of the basic incremental parsing approach.,2,0.625,2
"The input to the parser is a sentence x with length n. A hypothesis is a triple (cid.104)x, t, i(cid.105) such that x is the sentence being parsed, t is a partial or full analysis of that sentence, and i is an integer specifying the number of words of the sentence which have been processed.",2,0.8076923076923077,14
"Each full parse for a sentence will have the form (cid.104)x, t, n(cid.105).",3,0.6875,2
"The initial state is (cid.104)x,, 0(cid.105) where  is a null or empty analysis.",3,0.7708333333333334,2
"We assume an advance function ADV which takes a hypothesis triple as input, and returns a set of new hypotheses as output.",3,0.875,3
The advance function will absorb another word in the sentence.,2,0.7727272727272727,1
"this means that if the input to ADV is (cid.104)x, t, i(cid.105), then each member of ADV((cid.104)x, t, i(cid.105)) will have the form (cid.104)x, t will be formed by somehow incorporating the i+1th word into the previous analysis t. With these denitions in place, we can iteratively dene the full set of partial analyses Hi for the rst i words of the sentence as H0(x) = {(cid.104)x,, 0(cid.105)}, and Hi(x) = h(cid.48)Hi1(x)ADV(h (cid.48)) for i = 1 .",7,0.7951388888888888,2
.,0,1,0
.,0,1,0
n. The full set of parses for a sentence x is then GEN(x) = Hn(x) where n is the length of x.,0,0,19
"Under this denition GEN(x) can include a huge  number of parses, and searching for the highest scoring parse, arg maxhHn(x) (h)  , will be intractable.",4,0.8333333333333334,4
"For this reason we introduce one additional function, FILTER(H), which takes a set of hypotheses H, and returns a much smaller set of ltered hypotheses.",3,0.84375,3
"Typically, FILTER will calculate the score (h)   for each h  H, and then eliminate partial analyses which have low scores under this criterion.",3,0.8928571428571429,3
"For example, a simple version of FILTER would take the top N highest scoring members of H for some constant N. We can then redene the set of partial analyses as follows (we use Fi(x) to denote the set of ltered partial analyses for the rst i words of the sentence).",2,0.7608695652173914,5
"Note that this is a heuristic, in that there is no guarantee that this procedure will nd the highest scoring parse, arg maxhHn (h)  .",2,0.9655172413793104,3
"Search errors, where arg maxhFn (h)   (cid.54)= arg maxhHn (h)  , will create errors in decoding test sentences, and also errors in implementing the perceptron training algorithm in Figure 1.",6,0.9024390243902439,2
In this paper we give empirical results that suggest that FILTER can be chosen in such a way as to give efcient parsing performance together with high parsing accuracy.,2,0.9666666666666667,3
"The exact implementation of the parser will depend on the denition of partial analyses, of ADV and FILTER, and of the representation .",3,0.7,3
The next section describes our instantiation of these choices.,2,0.75,1
"The parser is an incremental beam-search parser very similar to the sort described in Roark (2001a; 2004), with some changes in the search strategy to accommodate the perceptron feature weights.",3,0.7714285714285715,4
"We rst describe the parsing algorithm, and then move on to the baseline feature set for the perceptron model.",3,0.6904761904761905,2
Figure 2.,1,1,1
Left child chains and connection paths.,2,0.5,2
Dotted lines represent potential attachments  Trash(cid.105).,2,0,1
"Each allowable triple is a tuple (cid.104)X, Y, Z(cid.105) where X, Y, Z  V .",3,0.9259259259259259,2
The triples specify which nonterminals Z are allowed to follow a non-terminal Y under a parent X.,1,0.9705882352941176,2
"For example, the triple (cid.104)S,NP,VP(cid.105) species that a VP can follow an NP under an S. The triple (cid.104)NP,NN,S(cid.105) would specify that the S symbol can follow an NN under an NP  i.e., that the symbol NN is allowed to be the nal child of a rule with parent NP  Figure 2 shows an example of how the next word in a sentence can be incorporated into a partial analysis for the previous words.",4,0.7166666666666667,8
For any partial analysis there will be a set of potential attachment sites.,2,0.75,2
"in the example, the attachment sites are under the NP or the S. There will also be a set of possible chains terminating in the next word  there are three in the example.",2,0.6333333333333333,5
"Each chain could potentially be attached at each attachment site, giving 6 ways of incorporating the next word in the example.",2,0.8478260869565217,2
"For illustration, assume that the set B is {(cid.104)S,NP,VP(cid.105), (cid.104)NP,NN,NN(cid.105), (cid.104)NP,NN,S(cid.105), (cid.104)S,NP,VP(cid.105)}.",9,0.6567164179104478,2
Then some of the 6 possible attachments may be disallowed because they create triples that are not in the set B.,1,1.2142857142857142,2
"For example, in gure 2 attaching either of the VP chains under the NP is disallowed because the triple (cid.104)NP,NN,VP(cid.105) is not in B.",4,0.8108108108108109,3
"Similarly, attaching the NN chain under the S will be disallowed if the triple (cid.104)S,NP,NN(cid.105) is not in B.",3,0.8125,2
"In contrast, adjoining (cid.104)NN  can(cid.105) under the NP creates a single triple, (cid.104)NP,NN,NN(cid.105), which is allowed.",3,0.85,2
"Adjoining either of the VP chains under the S creates two triples, (cid.104)S,NP,VP(cid.105) and (cid.104)NP,NN,S(cid.105), which are both in the set B.",4,0.7291666666666666,2
Note that the allowable chains in our grammar are what Costa et al.,2,1.0714285714285714,4
(2001) call connection paths from the partial parse to the next word.,2,0,3
It can be shown that the method is equivalent to parsing with a transformed context-free grammar (a rst-order Markov grammar)  for brevity we omit the details here.,4,0.9,5
"In this way, given a set of candidates Fi(x) for the rst i words of the string, we can generate a set of candidates  Table 1.",4,0.859375,3
"Left-child chain type counts (of length > 2) for sections of the Wall St. Journal Treebank, and out-ofvocabulary (OOV) rate on the held-out corpus.",4,0,4
"for the rst i + 1 words, h(cid.48)Fi(x)ADV(h (cid.48)), where the ADV function uses the grammar as described above.",4,0.8918918918918919,2
"We then calculate (h)  for all of these partial hypotheses, and rank the set from best to worst.",3,0.9772727272727273,4
A FILTER function is then applied to this ranked set to give Fi+1.,2,1.2333333333333334,2
Let hk be the kth ranked hypothesis in Hi+1(x).,2,0,2
Then hk  Fi+1 if and only if (hk)   k.,1,1,4
"In our case, we parameterize the calculation of k with  as follows.",2,1.0,2
k = (h0)     k3 .,2,0,3
The problem with using left-child chains is limiting them in number.,2,1.0833333333333333,2
"With a left-recursive grammar, of course, the set of all possible left-child chains is innite.",3,0.6944444444444444,5
We use two techniques to reduce the number of left-child chains.,2,1.0,2
"rst, we remove some (but not all) of the recursion from the grammar through a tree transform; next, we limit the left-child chains consisting of more than two non-terminal categories to those actually observed in the training data more than once.",4,0.8191489361702128,3
Left-child chains of length less than or equal to two are all those observed in training data.,2,0.9722222222222222,2
"As a practical matter, the set of leftchild chains for a terminal x is taken to be the union of the sets of left-child chains for all pre-terminal part-ofspeech (POS) tags T for x.",2,0.8108108108108109,4
"Before inducing the left-child chains and allowable triples from the treebank, the trees are transformed with a selective left-corner transformation (Johnson and Roark, 2000) that has been attened as presented in Roark (2001b).",3,0.75,3
"This transform is only applied to left-recursive productions, i.e.",1,1.3,2
productions of the form A  A.,1,0,1
The transformed trees look as in gure 3.,2,0.7222222222222222,1
"The transform has the benet of dramatically reducing the number of left-child chains, without unduly disrupting the immediate dominance relationships that provide features for the model.",2,1.1607142857142858,3
The parse trees that are returned by the parser are then de-transformed to the original form of the grammar for evaluation2.,2,1.0,3
"Table 1 presents the number of left-child chains of length greater than 2 in sections 2-21 and 24 of the Penn Wall St. Journal Treebank, both with and without the attened selective left-corner transformation (FSLC), for gold-standard part-of-speech (POS) tags and automatically tagged POS tags.",5,0.625,7
When the FSLC has been applied and the set is restricted to those occurring more than once  2See Johnson (1998) for a presentation of the transform/de transform paradigm in parsing.,3,0.8787878787878788,3
"For this paper, we wanted to compare the results of a perceptron model with a generative model for a comparable feature set.",2,0.75,2
"Unlike in Roark (2001a; 2004), there is no look-ahead statistic, so we modied the feature set from those papers to explicitly include the lexical item and POS tag of the next word.",4,0.7368421052631579,3
Otherwise the features are basically the same as in those papers.,2,0.7916666666666666,1
"We then built a generative model with this feature set and the same tree transform, for use with the beam-search parser from Roark (2004) to compare against our baseline perceptron model.",3,0.7857142857142857,4
"To concisely present the baseline feature set, let us establish a notation.",2,0.8571428571428571,2
Features will re whenever a new node is built in the tree.,2,1.0,2
"The features are labels from the left-context, i.e.",1,1.0555555555555556,3
the already built part of the tree.,2,0,1
"All of the labels that we will include in our feature sets are i levels above the current node in the tree, and j nodes to the left, which we will denote Lij.",3,1.0138888888888888,3
"Hence, L00 is the node label itself; L10 is the label of parent of the current node; L01 is the label of the sibling of the node, immediately to its left; L11 is the label of the sibling of the parent node, etc.",4,0,2
We also include.,1,1.125,1
the lexical head of the current constituent (CL); the c-commanding lexical head (CC) and its POS (CCP); and the look-ahead word (LK) and its POS (LKP).,4,0,5
All of these features are discussed at more length in the citations above.,2,0.9642857142857143,1
Table 2 presents the baseline feature set.,2,0.5625,2
"In addition to the baseline feature set, we will also  present results using features that would be more difcult to embed in a generative model.",2,1.0185185185185186,2
"We included some punctuation-oriented features, which included (i) a Boolean feature indicating whether the nal punctuation is a question mark or not.",3,0.8076923076923077,3
"the POS label of the word after the current look-ahead, if the current lookahead is punctuation or a coordinating conjunction.",2,0.7045454545454546,4
"A Boolean feature indicating whether the look-ahead is punctuation or not, that res when the category immediately to the left of the current position is immediately preceded by punctuation.",3,0.9516129032258065,4
This section describes two modications to the basic training algorithm in gure 1.,2,0.6785714285714286,2
Figure 4 shows a modied algorithm for parameter estimation.,2,0.75,1
"The input to the function is a gold standard parse, together with a set of candidates F generated by the incremental parser.",3,0.8125,2
There are two steps.,1,0.9,1
"First, the model is updated as usual with the current example, which is then added to a cache of examples.",2,0.9565217391304348,2
"Second, the method repeatedly iterates over the cache, updating the model at each cached example if the gold standard parse is not the best scoring parse from among the stored candidates for that example.",2,0.8378378378378378,3
"In our experiments, the cache was restricted to contain the parses from up to N previously processed sentences, where N was set to be the size of the training set.",2,0.9696969696969697,2
The motivation for these changes is primarily efciency.,2,0.9444444444444444,1
One way to think about the algorithms in this paper is as methods for nding parameter values that satisfy a set of linear constraints  one constraint for each incorrect parse in training data.,2,1.0147058823529411,2
The incremental parser is  Input.,2,0.75,1
A gold-standard parse = g for sentence k of N. A set of candidate parses F. Current parameters .,2,0,4
"A Cache of triples (cid.104)gj,Fj, cj(cid.105) for j = 1 .",3,0,2
.,0,1,0
.,0,1,0
"N where each gj is a previously generated gold standard parse, Fj is a previously generated set of candidate parses, and cj is a counter of the number of times that  has been updated due to this particular triple.",4,0.9642857142857143,3
"Parameters T1 and T2 controlling the number of iterations beInitialize the Cache to include, for j = 1 .",2,0.95,1
.,0,1,0
.,0,1,0
"N, (cid.104)gj,, T2(cid.105).",3,0,1
low.,0,1,0
Figure 4.,1,1,1
"The rened parameter update method makes repeated use of hypotheses  The basic algorithm in Figure 1 is extremely wasteful with the generated constraints, in that it only looks at one constraint on each sentence (the arg max), and it ignores constraints implied by previously parsed sentences.",6,0.9705882352941176,2
"This is inefcient because the generation of constraints (i.e., parsing an input sentence), is computationally quite demanding.",2,1.0227272727272727,4
"More formally, it can be shown that the algorithm in gure 4 also has the upper bound in theorem 1 on the number of parameter updates performed.",2,0.9310344827586207,2
"If the cost of steps 1 and 2 of the method are negligible compared to the cost of parsing a sentence, then the rened algorithm will certainly converge no more slowly than the basic algorithm, and may well converge more quickly.",4,0.7840909090909091,3
"As a nal note, we used the parameters T1 and T2 to limit the number of passes over examples, the aim being to prevent repeated updates based on outlier examples which are not separable.",2,0.918918918918919,2
"4.2 Early Update During Training As before, dene yi to be the gold standard parse for the ith sentence, and also dene yj i to be the partial analysis under the gold-standard parse for the rst j words of i / Fj(xi) a search error has the ith sentence.",4,0.9090909090909091,3
"Then if yj been made, and there is no possibility of the gold standard parse yi being in the nal set of parses, Fn(xi).",2,0,3
"We call the following modication to the parsing algorithm i / Fj(xi), exit the during training early update.",3,1.0434782608695652,5
"if yj i , Fj(xi) to the parameter estimaparsing process, pass yj tion method, and move on to the next string in the training set.",3,0.7258064516129032,2
"Intuitively, the motivation behind this is clear.",2,0.9444444444444444,2
"It makes sense to make a correction to the parameter values at the point that a search error has been made, rather than allowing the parser to continue to the end of the sentence.",3,0.9583333333333334,3
"This is likely to lead to less noisy input to the parameter estimation algorithm; and early update will also improve efciency, as at the early stages of training the parser will frequently give up after a small proportion of each sentence is processed.",3,0.9021739130434783,3
"It is more difcult to justify from a formal point of view, we leave this to future work.",3,0.825,2
Figure 5 shows the convergence of the training algorithm with neither of the two renements presented; with just early update; and with both.,4,0.8461538461538461,3
Early update makes  Figure 5.,1,0,1
"Performance on development data (section f24) after each pass over the training data, with and without repeated use of examples and early update.",4,0.8333333333333334,3
"an enormous difference in the quality of the resulting model; repeated use of examples gives a small improvement, mainly in recall.",3,0.7708333333333334,2
The parsing models were trained and tested on treebanks from the Penn Wall St. Journal Treebank.,2,0.5588235294117647,2
sections 2-21 were kept training data; section 24 was held-out development data; and section 23 was for evaluation.,4,0,3
"After each pass over the training data, the averaged perceptron model was scored on the development data, and the best performing model was used for test evaluation.",4,0.7333333333333333,2
"For this paper, we used POS tags that were provided either by the Treebank itself (gold standard tags) or by the perceptron POS tagger3 presented in Collins (2002).",3,0.8970588235294118,3
The former gives us an upper bound on the improvement that we might expect if we integrated the POS tagging with the parsing.,2,1.0208333333333333,2
"3For trials when the generative or perceptron parser was given POS tagger output, the models were trained on POS tagged sections 2-21, which in both cases helped performance slightly.",4,0.953125,3
Table 3.,1,1,1
"Parsing results, section 23, all sentences, including labeled precision (LP), labeled recall (LR), and F-measure  Table 3 shows results on section 23, when either goldstandard or POS-tagger tags are provided to the parser4.",3,0.8068181818181818,4
"With the base features, the generative model outperforms the perceptron parser by between a half and one point, but with the additional punctuation features, the perceptron model matches the generative model performance.",4,0,3
"Of course, using the generative model and using the perceptron algorithm are not necessarily mutually exclusive.",3,0.6388888888888888,3
"Another training scenario would be to include the generative model score as another feature, with some weight in the linear model learned by the perceptron algorithm.",2,0.7142857142857143,2
This sort of scenario was used in Roark et al.,2,0.9545454545454546,1
(2004) for training an n-gram language model using the perceptron algorithm.,2,0.9285714285714286,3
"We follow that paper in xing the weight of the generative model, rather than learning the weight along the the weights of the other perceptron features.",3,0.875,2
The value of the weight was empirically optimized on the held-out set by performing trials with several values.,2,1.0,2
Our optimal value was 10.,2,0.75,1
"In order to train this model, we had to provide generative model scores for strings in the training set.",3,0.8809523809523809,2
"Of course, to be similar to the testing conditions, we cannot use the standard generative model trained on every sentence, since then the generative score would be from a model that had already seen that string in the training data.",3,0.8111111111111111,3
"To control for this, we built ten generative models, each trained on 90 percent of the training data, and used each of the ten to score the remaining 10 percent that was not seen in that training set.",3,0.8571428571428571,3
"For the held-out and testing conditions, we used the generative model trained on all of sections 2-21.",3,0.8157894736842105,3
"In table 4 we present the results of including the generative model score along with the other perceptron features, just for the run with POS-tagger tags.",3,0.75,3
The generative model score (negative log probability) effectively provides a much better initial starting point for the perceptron algorithm.,3,0.5681818181818182,3
The resulting F-measure on section 23 is 2.1 percent higher than either the generative model or perceptron-trained model used in isolation.,3,0.75,2
"6 Conclusions In this paper we have presented a discriminative training approach, based on the perceptron algorithm with a couple of effective renements, that provides a model capable of effective heuristic search over a very difcult search space.",3,0.7682926829268293,3
"In such an approach, the unnormalized discriminative parsing model can be applied without either  4When POS tagging is integrated directly into the generative parsing process, the baseline performance is 87.0.",5,0.7424242424242424,3
"For comparison with the perceptron model, results are shown with pre-tagged input.",3,0.8214285714285714,2
Table 4.,1,1,1
"Parsing results, section 23, all sentences, including labeled precision (LP), labeled recall (LR), and F-measure  an external model to present it with candidates, or potentially expensive dynamic programming.",5,0.7948717948717948,5
"When the training algorithm is provided the generative model scores as an additional feature, the resulting parser is quite competitive on this task.",4,0.64,2
The improvement that was derived from the additional punctuation features demonstrates the exibility of the approach in incorporating novel features in the model.,2,0.9791666666666666,2
Future research will look in two directions.,1,0.8125,1
"First, we will look to include more useful features that are difcult for a generative model to include.",2,1.15,2
This paper was intended to compare search with the generative model and the perceptron model with roughly similar feature sets.,2,0.7619047619047619,2
Much improvement could potentially be had by looking for other features that could improve the models.,2,1.1470588235294117,2
"Secondly, combining with the generative model can be done in several ways.",2,0.75,3
Some of the constraints on the search technique that were required in the absence of the generative model can be relaxed if the generative model score is included as another feature.,2,0.953125,2
"In the current paper, the generative score was simply added as another feature.",2,0.6333333333333333,2
"Another approach might be to use the generative model to produce candidates at a word, then assign perceptron features for those candidates.",3,0.875,3
Such variants deserve investigation.,1,0.9,1
"Overall, these results show much promise in the use of discriminative learning techniques such as the perceptron algorithm to help perform heuristic search in difcult domains such as statistical parsing.",2,0.75,3
