sentence,yngve_score,frazier_score,dependency_distance_score
Other NLP tasks are likely to have similar characteristics in terms of sparsity.,2,1.0714285714285714,1
"Experiments show an efficiency gain of a factor of 2,600 for the new algorithm over the obvious implementation of the boosting approach.",2,0.8043478260869565,2
"Efficiency issues are important, because the parsing task is a fairly large problem, involving around one million parse trees and over 500,000 features.",3,0.7884615384615384,3
"The improved algorithm can perform 100,000 rounds of feature selection on our task in a few hours with current processing speeds.",2,0.7045454545454546,3
"The 100,000 rounds of feature selection require computation equivalent to around 40 passes over the entire training set (as opposed to 100,000 passes for the naive implementation).",2,0.9833333333333333,4
The problems with history-based models and the desire to be able to specify features as arbitrary predicates of the entire tree have been noted before.,2,1.0192307692307692,2
"In particular, previous work (Ratnaparkhi, Roukos, and Ward 1994; Abney 1997; Della Pietra, Della Pietra, and Lafferty 1997; Johnson et al.",4,0,2
1999; Riezler et al.,1,0,1
2002) has investigated the use of Markov random fields (MRFs) or log-linear models as probabilistic models with global features for parsing and other NLP tasks.,3,0.7413793103448276,3
(Log-linear models are often referred to as maximum-entropy models in the NLP literature.),3,0.8125,3
"Similar methods have also been proposed for machine translation (Och and Ney 2002) and language understanding in dialogue systems (Papineni, Roukos, and Ward 1997, 1998).",3,0.7424242424242424,3
"Previous work (Friedman, Hastie, and Tibshirani 1998) has drawn connections between log-linear models and  boosting for classification problems.",3,0.8043478260869565,2
One contribution of our research is to draw similar connections between the two approaches to ranking problems.,2,0.8888888888888888,2
"We argue that the efficient boosting algorithm introduced in this article is an attractive alternative to maximum-entropy models, in particular, feature selection methods that have been proposed in the literature on maximum-entropy models.",2,0.9861111111111112,3
"The earlier methods for maximum-entropy feature selection methods (Ratnaparkhi, Roukos, and Ward 1994; Berger, Della Pietra, and Della Pietra 1996; Della Pietra, Della Pietra, and Lafferty 1997; Papineni, Roukos, and Ward 1997, 1998) require several full passes over the training set for each round of feature selection, suggesting that at least for the parsing data, the improved boosting algorithm is several orders of magnitude more efficient.1 In section 6.4 we discuss our approach in comparison to these earlier methods for feature selection, as well as the more recent work of McCallum (2003); Zhou et al.",6,0.7478632478632479,5
(2003); and Riezler and Vasserman (2004).,2,0.7916666666666666,2
The remainder of this article is structured as follows.,2,1.1,1
Section 2 reviews historybased models for NLP and highlights the perceived shortcomings of history-based models which motivate the reranking approaches described in the remainder of the article.,2,0.9821428571428571,2
"Section 3 describes previous work (Friedman, Hastie, and Tibshirani 2000; Duffy and Helmbold 1999; Mason, Bartlett, and Baxter 1999; Lebanon and Lafferty 2001; Collins, Schapire, and Singer 2002) that derives connections between boosting and maximum-entropy models for the simpler case of classification problems; this work forms the basis for the reranking methods.",8,0.7424242424242424,4
Section 4 describes how these approaches can be generalized to ranking problems.,1,1.0,2
We introduce loss functions for boosting and MRF approaches and discuss optimization methods.,3,0.6785714285714286,3
We also derive the efficient algorithm for boosting in this section.,2,0.9166666666666666,2
"Section 5 gives experimental results, investigating the performance improvements on parsing, efficiency issues, and the effect of various parameters of the boosting algorithm.",3,0.7407407407407407,2
Section 6 discusses related work in more detail.,1,0.8333333333333334,2
"Finally, section 7 gives conclusions.",2,0.7857142857142857,1
The reranking models in this article were originally introduced in Collins (2000).,2,0.9,2
"In this article we give considerably more detail in terms of the algorithms involved, their justification, and their performance in experiments on natural language parsing.",4,0.8392857142857143,2
"Before discussing the reranking approaches, we describe history-based models (Black et al.",2,0.9333333333333333,2
1992).,1,0,1
They are important for a few reasons.,1,0.8125,1
"First, several of the best-performing parsers on the WSJ treebank (e.g., Ratnaparkhi 1997; Charniak 1997, 2000; Collins 1997, 1999; Henderson 2003) are cases of history-based models.",4,0.7083333333333334,7
"Many systems applied to part-of-speech tagging, speech recognition, and other language or speech tasks also fall into this class of model.",4,0.6875,3
"Second, a particular history-based model (that of Collins [1999]) is used as the initial model for our approach.",3,0.7291666666666666,3
"Finally, it is important to describe history-based modelsand to explain their limitationsto motivate our departure from them.",2,1.0526315789473684,4
"Parsing can be framed as a supervised learning task, to induce a function f .",2,0.90625,3
"X YY given training examples xi, yi, where xi Z X , yi Z Y.",3,0.8529411764705882,2
We define GENxY to be the set of candidates for a given input x.,1,1.2142857142857142,2
A particular characteristic of the problem is the complexity of GENx .,2,0.875,1
"GENx can be very large, and each member of GENx has a rich internal structure.",3,0,2
"This contrasts with typical classification problems in which GENx is a fixed, small set, for example, f",4,0.8928571428571429,4
"In probabilistic approaches, a model is defined which assigns a probability Px, y to each x, y pair.2 The most likely parse for each sentence x is then arg maxyZGEN(x) Px, y.",2,0.9125,2
"This leaves the question of how to define Px, y.",1,1.3636363636363635,1
"In history-based approaches, a one-to-one mapping is defined between each pair x, y and a decision sequence bd1... dn.",4,0.5434782608695652,4
"The sequence bd1... dn can be thought of as the sequence of moves that build x, y in some canonical order.",2,1.0,2
"Lexicalization leads to a very large number of rules; to make the number of parameters manageable, the generation of the right-hand side of a rule is broken down into a number of decisions, as follows.",3,0.9230769230769231,4
First the head nonterminal (VBD in the above example) is chosen.,3,0.8928571428571429,3
"Finally, the lexical heads of the modifiers are chosen (her and today).",2,0.78125,2
Figure 1 illustrates this process.,1,0.75,1
Each of the above decisions has an associated probability conditioned on the left-hand side of the rule (VP(saw)) and other information in some cases.,3,0.7833333333333333,4
History-based approaches lead to models in which the log-probability of a parse tree can be written as a linear sum of parameters ak multiplied by features hk.,2,1.0535714285714286,4
"Each feature hkx, y is the count of a different event or fragment within the tree.",3,0.6944444444444444,2
"All models considered in this article take this form, although in the boosting models the score for a parse is not a log-probability.",3,0.86,3
The features hk define an m-dimensional vector of counts which represent the tree.,2,1.0714285714285714,2
The parameters ak represent the influence of each feature on the score of a tree.,2,1.0625,2
A drawback of history-based models is that the choice of derivation has a profound influence on the parameterization of the model.,2,0.9545454545454546,2
"(Similar observations have been made in the related cases of belief networks [Pearl 1988], and language models for speech recognition [Rosenfeld 1997].)",5,0.5833333333333334,3
"When designing a model, it would be desirable to have a framework in which features can be easily added to the model.",2,1.1666666666666667,2
"Unfortunately, with history-based models adding new features often requires a modification of the underlying derivations in the model.",2,0.825,3
Modifying the derivation to include a new feature type can be a laborious task.,2,0.6333333333333333,2
"In an ideal situation we would be able to encode arbitrary features hk, without having to worry about formulating a derivation that included these features.",2,1.2777777777777777,2
"To take a concrete example, consider part-of-speech tagging using a hidden Markov model (HMM).",2,0.6388888888888888,3
We might have the intuition that almost every sentence has at least one verb and therefore that sequences including at least one verb should have increased scores under the model.,3,1.1774193548387097,3
Encoding this constraint in a compact way in an HMM takes some ingenuity.,2,0,2
The obvious approachto add to each state the information about whether or not a verb has been generated in the historydoubles  the number of states (and parameters) in the model.,3,0.8333333333333334,5
"In contrast, it would be trivial to implement a feature hkx, y which is 1 if y contains a verb, 0 otherwise.",2,1.25,4
We now turn to machine-learning methods for the ranking task.,2,0.8636363636363636,2
In this section we review two methods for binary classification problems.,2,0.7916666666666666,2
logistic regression (or maximum-entropy) models and boosting.,2,0.95,2
These methods form the basis for the reranking approaches described in later sections of the article.,2,1.0,2
"Maximum-entropy models are a very popular method within the computational linguistics community; see, for example, Berger, Della Pietra, and Della Pietra (1996) for an early article which introduces the models and motivates them.",4,0.6951219512195121,3
Boosting approaches to classification have received considerable attention in the machine-learning community since the introduction of AdaBoost by Freund and Schapire (1997).,3,0.86,3
"Boosting algorithms, and in particular the relationship between boosting algorithms and maximum-entropy models, are perhaps not familiar topics in the NLP literature.",3,0.78,3
"However there has recently been much work drawing connections between the two methods (Friedman, Hastie, and Tibshirani 2000; Lafferty 1999; Duffy and Helmbold 1999; Mason, Bartlett, and Baxter 1999; Lebanon and Lafferty 2001; Collins, Schapire, and Singer 2002); in this section we review this work.",8,0,4
"Much of this work has focused on binary classification problems, and this section is also restricted to problems of this type.",3,0,2
Later in the article we show how several of the ideas can be carried across to reranking problems.,2,1.0526315789473684,2
"Here aa I 7x is the inner or dot product between the vectors aa and 7x, and sign(z) = 1 if z  0, sign(z) = ",6,0.9722222222222222,3
"Geometrically, the examples x are represented as vectors 7(x) in some m-dimensional vector space, and the parameters aa define a hyperplane which passes through the origin4 of the space and has aa as its normal.",4,0.8048780487804879,3
Points lying on one side of this hyperplane are classified as +1; points on the other side are classified as ,3,0,2
"The central question in learning is how to set the parameters aa, given the training examples bx1, y1,x2, y2, .",3,0.8076923076923077,3
.,0,1,0
.,0,1,0
",xn, yn.",2,0,1
"Logistic regression and boosting involve different algorithms and criteria for training the parameters aa, but recent work (Friedman, Hastie, and Tibshirani 2000; Lafferty 1999; Duffy and Helmbold 1999; Mason, Bartlett, and Baxter 1999; Lebanon and Lafferty 2001; Collins, Schapire, and Singer 2002) has shown that the methods have strong similarities.",7,0.6615384615384615,4
The next section describes parameter estimation methods.,2,0.5625,1
"3.2 Loss Functions for Logistic Regression and Boosting A central idea in both logistic regression and boosting is that of a loss function, which drives the parameter estimation methods of the two approaches.",3,0.8714285714285714,3
This section describes loss functions for binary classification.,1,0.8333333333333334,1
"Later in the article, we introduce loss functions for reranking tasks which are closely related to the loss functions for classification tasks.",2,0.9791666666666666,2
"First, consider a logistic regression model.",2,0.5625,2
Some form of maximum-likelihood estimation is often used for parameter estimation.,2,0.875,2
The parameters are chosen to maximize the log-likelihood of the training set; equivalently.,2,0.8666666666666667,4
we talk (to emphasize the similarities to the boosting approach) about minimizing the negative log-likelihood.,3,0.9166666666666666,3
"There are many methods in the literature for minimizing LogLoss( aa) with respect to aa, for example, generalized or improved iterative scaling (Berger, Della Pietra, and  4 It might seem to be a restriction to have the hyperplane passing through the origin of the space.",3,1.009433962264151,2
"However if a constant bias feature hm1x  1 for all x is added to the representation, a hyperplane passing through the origin in this new space is equivalent to a hyperplane in general position in the original m-dimensional space.",4,0.8048780487804879,3
"In the next section we describe feature selection methods, as described in Berger, Della Pietra, and Della Pietra (1996) and Della Pietra, Della Pietra, and Lafferty (1997).",5,0.7027027027027027,2
Thus we see that the logistic regression model implements a hyperplane classifier.,2,0.7692307692307693,2
"This loss function is minimized using a feature selection method, which we describe in the next section.",2,0.868421052631579,2
There are strong similarities between LogLoss (equation (4)) and ExpLoss (equation (6)).,3,0.8333333333333334,4
"In making connections between the two functions, it is useful to consider a third function of the parameters and training examples,  where gp is one if p is true, zero otherwise.",4,1.0142857142857142,4
Error( aa) is the number of incorrectly classified training examples under parameter values aa.,2,0.9117647058823529,2
3.3 Feature Selection Methods In this article we concentrate on feature selection methods.,3,0.6071428571428571,1
"algorithms which aim to make progress in minimizing the loss functions LogLoss aa and ExpLoss aa while using a small number of features (equivalently, ensuring that most parameter values in  Feature selection methods have been proposed in the maximum-entropy literature by several authors (Ratnaparkhi, Roukos, and Ward 1994; Berger, Della Pietra, and Della Pietra 1996; Della Pietra, Della Pietra, and Lafferty 1997; Papineni, Roukos, and Ward 1997, 1998; McCallum 2003; Zhou et al.",6,0.8186813186813187,4
2003; Riezler and Vasserman 2004).,2,0,2
"The most basic approachfor example see Ratnaparkhi, Roukos, and Ward (1994) and Berger, Della Pietra, and Della Pietra (1996)involves selection of a single feature at each iteration, followed by an update to the entire model, as follows.",4,0.7959183673469388,5
Step 1.,1,1,1
"Throughout the algorithm, maintain a set of active features.",2,0.7727272727272727,1
Initialize this set to be empty.,1,1.4285714285714286,2
Step 2.,1,1,1
"Choose a feature from outside of the set of active features which has the largest estimated impact in terms of reducing the loss function LogLoss, and add this to the active feature set.",4,0.8714285714285714,4
Step 3.,1,1,1
"Minimize LogLoss aa with respect to the set of active features; that is, allow only the active features to take nonzero parameter values when minimizing LogLoss.",3,0.9137931034482759,2
Return to Step 2.,1,1.3,1
"Methods in the boosting literature (see, for example, Schapire and Singer [1999]) can be considered to be feature selection methods of the following form.",3,0.8870967741935484,3
Step 1.,1,1,1
Start with all parameter values set to zero.,2,0.9444444444444444,2
Step 2.,1,1,1
Choose a feature which has largest estimated impact in terms of reducing the loss function ExpLoss.,2,1.2058823529411764,2
Step 3.,1,1,1
Update the parameter for the feature chosen at Step 2 in such a way as to minimize ExpLoss aa with respect to this one parameter.,2,0.8653846153846154,2
All other parameter values are left fixed.,2,0.875,1
Return to Step 2.,1,1.3,1
"The difference with this latter boosting approach is that in Step 3, only one parameter value is adjusted, namely, the parameter corresponding to the newly chosen feature.",2,0.8064516129032258,3
"Note that in this framework, the same feature may be chosen at more than one iteration.5 The maximum-entropy feature selection method can be quite inefficient, as the entire model is updated at each step.",2,0.7894736842105263,3
"For example, Ratnaparkhi (1998) quotes times of around 30 hours for 500 rounds of feature selection on a prepositionalphrase attachment task.",2,0.82,2
"These experiments were performed in 1998, when processors were no doubt considerably slower than those available today.",2,0.9473684210526315,2
"However, the PP attachment task is much smaller than the parsing task that we are addressing.",2,0.7777777777777778,2
"Our task involves around 1,000,000 examples, with perhaps a few hundred features per example, and 100,000 rounds of feature selection; this compares to 20,000 examples, 16 features per example, and 500 rounds of feature selection for the PP attachment task in Ratnaparkhi (1998).",4,0,3
"As an estimate, assuming that computational 500  200,000 complexity scales linearly in these factors,6 our task is 1,000,000  5 That is, the feature may be repeatedly updated, although the same feature will never be chosen  in consecutive iterations, because after an update the model is minimized with respect to the selected feature.",4,0.8793103448275862,3
"6 We believe this is a realistic assumption, as each round of feature selection takes Onf time, where n  is the number of training examples, and f is the number of active features on each example.",4,0.9375,3
Discriminative Reranking for NLP  as large as the PP attachment task.,2,0,2
These figures suggest that the maximum-entropy feature selection approach may be infeasible for large-scale tasks such as the one in this article.,2,0.782608695652174,3
The fact that the boosting approach does not update the entire model at each round of feature selection may be a disadvantage in terms of the number of features or the test data accuracy of the final model.,3,0.8205128205128205,2
"There is reason for concern that Step 2 will at some iterations mistakenly choose features which are apparently useful in reducing the loss function, but which would have little utility if the entire model had been optimized at the previous iteration of Step 3.",3,1.0434782608695652,4
"However, previous empirical results for boosting have shown that it is a highly effective learning method, suggesting that this is not in fact a problem for the approach.",2,0.967741935483871,3
"Given the previous strong results for the boosting approach, and for reasons of computational efficiency, we pursue the boosting approach to feature selection in this article.",4,0.7586206896551724,3
"3.4 Statistical Justification for the Methods Minimization of LogLoss is most often justified as a parametric, maximum-likelihood (ML) approach to estimation.",3,0.78,3
Thus this approach benefits from the usual guarantees for ML estimation.,2,0,2
"If the distribution generating examples is within the class of distributions specified by the log-linear form, then in the limit as the sample size goes to infinity, the model will be optimal in the sense of convergence to the true underlying distribution generating examples.",4,0.8829787234042553,3
"As far as we are aware, behavior of the models for finite sample sizes is less well understood.",3,0.95,2
"In particular, while feature selection methods have often been proposed for maximum-entropy models, little theoretical justification (in terms of guarantees about generalization) has been given for them.",4,0.90625,4
"It seems intuitive that a model with a smaller number of parameters will require fewer samples for convergence, but this is not necessarily the case, and at present this intuition lacks a theoretical basis.",4,0.7162162162162162,4
"Feature selection methods can probably be motivated either from a Bayesian perspective (through a prior favoring models with a smaller number of nonzero parameters) or from a frequentist/goodness-of-fit perspective (models with fewer parameters are less likely to fit the data by chance), but this requires additional research.",6,0.7735849056603774,5
The statistical justification for boosting approaches is quite different.,2,1.0,1
"Boosting algorithms were originally developed within the PAC framework (Valiant 1984) for machine learning, specifically to address questions regarding the equivalence of weak and strong learning.",3,0.8666666666666667,3
Freund and Schapire (1997) originally introduced AdaBoost and gave a first set of statistical guarantees for the algorithm.,3,0.7857142857142857,2
Schapire et al.,1,0,1
(1998) gave a second set of guarantees based on the analysis of margins on training examples.,2,0.9736842105263158,2
"Both papers assume that a fixed distribution D(x, y) is generating both training and test examples and that the goal is to find a hypothesis with a small number of expected errors with respect to this distribution.",3,0.8333333333333334,3
"The form of the distribution is not assumed to be known, and in this sense the guarantees are nonparametric, or distribution free. Freund and Schapire (1997) show that if the weak learning assumption holds (i.e., roughly speaking, a feature with error rate better than chance can be found for any distribution over the sample space X  {",6,0.7,14
Schapire et al.,1,0,1
"(1998) show that under the same assumption, minimization of ExpLoss using the feature selection method ensures that the distribution of margins on training data develops in such a way that good generalization performance on test examples is guaranteed.",3,0.9285714285714286,4
Thus far in this article we have presented boosting as a feature selection approach.,2,0.8666666666666667,2
"In this section, we note that there is an alternative view of boosting in which it is described as a method for combining multiple models, for example, as a method for forming a linear combination of decision trees.",2,1.0238095238095237,3
"We consider only the simpler, feature selection view of boosting in this article.",2,0.8,2
"This section is included for completeness and because the more general view of boosting may be relevant to future work on boosting approaches for parse reranking (note, however, that the discussion in this section is not essential to the rest of the article, so the reader may safely skip this section if she or he wishes to do so).",3,1.0,4
"In feature selection approaches, as described in this article, the set of possible features hkx for k = 1, .",3,0.8043478260869565,3
.,0,1,0
.,0,1,0
", m is taken to be a fixed set of relatively simple functions.",1,1.0714285714285714,2
"In particular, we have assumed that m is relatively small (for example, small enough for algorithms that require O(m) time or space to be feasible).",3,1.0909090909090908,3
"More generally, however, boosting can be applied in more complex settings.",2,0.8214285714285714,2
"For example, a common use of boosting is to form a linear combination of decision trees.",2,0.9722222222222222,2
"In this case each example x is represented as a number of attribute-value pairs, and each feature hk(x) is a complete decision tree built on predicates over the attribute values in x.",2,0,2
In this case the number of features m is huge.,2,0.8636363636363636,2
"There are as many features as there are decision trees over the given set of attributes, thus m grows exponentially quickly with the number of attributes that are used to represent an example x.",2,1.042857142857143,2
Boosting may even be applied in situations in which the number of features is infinite.,2,1.25,2
"For example, it may be used to form a linear combination of neural networks.",2,0.9375,2
In this case each feature hk(x) corresponds to a different parameter setting within the (infinite) set of possible parameter settings for the neural network.,3,0.7166666666666667,2
"In more complex settings such as boosting of decision trees or neural networks, it is generally not feasible to perform an exhaustive search (with O(m) time complexity) for the feature which has the greatest impact on the exponential7 loss function.",3,0.851063829787234,2
"Instead, an approximate search is performed.",2,0.6875,2
"In boosting approaches, this approximate search is achieved through a protocol in which at each round of boosting, a distribution over the training examples is maintained.",3,1.0,4
"The distribution can be interpreted as assigning an importance weight to each training example, most importantly giving higher weight to examples which are incorrectly classified.",2,0.9629629629629629,3
"At each round of boosting the distribution is passed to an algorithm such as a decision tree or neural network learning method, which attempts to return a feature (a decision tree, or a neural network parameter setting) which has a relatively low error rate with respect to the distribution.",3,0.8981481481481481,2
The feature that is returned is then incorporated into the linear combination of features.,2,1.1333333333333333,2
"The algorithm which generates a classifier given a distribution over the examples (for example, the decision tree induction method) is usually referred to as the weak learner. The weak learner generally uses an approximate (for example, greedy) method to find a function with a low error rate with respect to the distribution.",3,0.8548387096774194,6
"Freund and Schapire (1997) show that provided that at each round of boosting the weak learner returns a feature with greater than (50 + &) % accuracy for some fixed &, the number of training errors falls exponentially quickly with the number of rounds of boosting.",4,1.1538461538461537,2
This fast drop in training errors translates to statistical bounds on generalization performance (Freund and Schapire 1997).,2,0.825,2
"Under this view of boosting, the feature selection methods in this article are a particularly simple case in which the weak learner can afford to exhaustively search through the space of possible features.",3,0.9428571428571428,2
Future work on reranking approaches might consider other approachessuch as boosting of decision treeswhich can effectively consider more complex features.,2,1.1428571428571428,3
This section describes how the ideas from classification problems can be extended to reranking tasks.,2,1.0,3
A baseline statistical parser is used to generate N-best output both for its training set and for test data sentences.,2,0.6666666666666666,3
"Each candidate parse for a sentence is represented as a feature vector which includes the log-likelihood under the baseline model, as well as a large number of additional features.",2,0.8548387096774194,3
The additional features can in principle be any predicates over sentence/tree pairs.,2,0.8076923076923077,2
Evidence from the initial loglikelihood and the additional features is combined using a linear model.,2,0.8125,2
Parameter estimation becomes a problem of learning how to combine these different sources of information.,2,1.15625,2
The boosting algorithm we use is related to the generalization of boosting methods to ranking problems in Freund et al.,2,1.1666666666666667,2
"(1998); we also introduce an approach related to the conditional log-linear models of Ratnaparkhi, Roukos, and Ward (1994), Papineni, Roukos, and Ward (1997, 1998), Johnson et al.",5,0.5952380952380952,4
"(1999), Riezler et al.",2,0,1
"(2002), and Och and Ney (2002).",2,0,2
Section 4.1 gives a formal definition of the reranking problem.,2,0.6818181818181818,2
Section 4.2 introduces loss functions for reranking that are analogous to the LogLoss and ExpLoss functions in section 3.2.,2,0.975,2
Section 4.3 describes a general approach to feature selection methods with these loss functions.,2,0.7333333333333333,2
Section 4.4 describes a first algorithm for the exponential loss (ExpLoss) function; section 4.5 introduces a more efficient algorithm for the case of ExpLoss.,3,0,2
"Finally, section 4.6 describes issues in feature selection algorithms for the LogLoss function.",2,0.7666666666666667,2
"Thus Fx, aa can be interpreted as a measure of how plausible a parse x is, with higher scores meaning that x is more plausible.",2,0.9464285714285714,3
Competing parses for the same sentence are ranked in order of plausibility by this function.,2,0.90625,2
We can recover the base ranking functionthe log-likelihood Lxby setting a0 to a positive constant and setting all other parameter values to be zero.,3,0.78,5
Our intention is to use the training examples to pick parameter values which improve upon this initial ranking.,2,1.0526315789473684,2
We now discuss how to set these parameters.,1,1.2222222222222223,2
First we discuss loss functions Loss aa which can be used to drive the training process.,2,1.0294117647058822,2
We then go on to describe feature selection methods for the different loss functions.,2,0.8,2
"8 In the event that multiple parses get the (same) highest score, the parse with the highest value of loglikelihood L under the baseline model is taken as xi, 1.",3,0.8857142857142857,3
In the event that two parses have the same score and the same log-likelihoodwhich occurred rarely if ever in our experimentswe make a random choice between the two parses.,3,0.8833333333333333,3
9 This is not necessarily a significant issue if an application using the output from the parser is sensitive to improvements in evaluation measures such as precision and recall that give credit for partial matches between the parsers output and the correct parse.,2,0.875,3
"In this case, it is important only that the precision/ recall for xi, 1 is significantly higher than that of the baseline parser, that is, that there is some head room for the reranking module in terms of precision and recall.",3,0.9787234042553191,3
"10 In particular, this restriction allows closed-form parameter updates for the models based on ExpLoss that we consider.",2,0.9,2
"Note that features tracking the counts of different rules can be simulated through several features which take value one if a rule is seen  1 time,  2 times  3 times, and so on.",3,0.9305555555555556,3
Ranking Errors and Margins.,2,0,1
The loss functions we consider are all related to the number of ranking errors a function F makes on the training set.,3,0.8695652173913043,2
The ranking error rate is the number of times a lower-scoring parse is (incorrectly) ranked above the best parse.,3,0.9772727272727273,3
4.2.3 Exponential Loss.,1,0,1
The next loss function is based on the boosting method described in Schapire and Singer (1999).,2,0.6578947368421053,2
It is a special case of the general ranking methods described in Freund et al.,2,0.78125,2
"(1998), with the ranking feedback being a simple binary distinction between the highest-scoring parse and the other parses.",3,0,3
"Again, the loss function is a function of the margins on training data.",2,0.7666666666666667,2
"11 Note that LogLoss is not a direct upper bound on the number of ranking errors, although it can be shown that it is a (relatively loose) upper bound on the number of times the correct parse is not the highestranked parse on the model.",2,0.9897959183673469,3
The latter observation follows from the property that the correct parse must be highest ranked if its probability is greater than 0.5.,2,1.0,2
"The original definition of ExpLoss in equation (10) can be recovered by setting Si,j = 1 for all i, j (i.e., by giving equal weight to all examples).",3,1.0135135135135136,2
"In our experiments we found that a definition of Si,j such as that in equation (11) gave improved performance on development data, presumably because it takes into account the relative cost of different ranking errors in trainingdata examples.",4,0.9886363636363636,4
At this point we have definitions for ExpLoss and LogLoss which are analogous to the definitions in section 3.2 for binary classification tasks.,2,0.9583333333333334,2
Section 3.3 introduced the idea of feature selection methods; the current section gives a more concrete description of the methods used in our experiments.,3,0,2
The goal of feature selection methods is to find a small subset of the features that contribute most to reducing the loss function.,2,1.0416666666666667,2
"The methods we consider are greedy, at each iteration picking the feature hk with additive weight d which has the most impact on the loss function.",2,0.9464285714285714,2
"In general, a separate set of instances is used in cross-validation to choose the stopping point, that is, to decide on the number of features in the model.",2,1.03125,3
At this point we introduce some notation concerning feature selection methods.,2,0.7916666666666666,2
"We define Upd aa, k, d to be an updated parameter vector, with the same parameter values as aa with the exception of ak, which is incremented by d.  Note that this is essentially the idea behind the boosting approach to feature selection introduced in section 3.3.",2,1.0288461538461537,3
"In contrast, the feature selection method of Berger, Della Pietra, and Della Pietra (1996), also described in section 3.3, would involve updating parameter values for all selected features at step 2b.",4,0.6923076923076923,3
"The main computation for both loss functions involves searching for the optimal feature/weight pair k, d.",3,0.8333333333333334,3
In both cases we take a two-step approach to solving this problem.,2,0.9230769230769231,3
In the first step the optimal update for each feature hk is calculated.,2,0.9285714285714286,2
"We define BestWtk, aa as the optimal update for the kth feature (it must be calculated for all features k = 1, .",2,1.0192307692307692,2
.,0,1,0
.,0,1,0
", m).",1,0,1
