sentence,yngve_score,frazier_score,dependency_distance_score,count,year
"This is essentially the framework advocated by several books on learning theory (see Devroye et al., 1996; Vapnik, 1998; Cristianini and Shawe-Taylor, 2000).",3.6129032258064515,0.9838709677419355,4.970588235294118,31,2005
As a warm-up section 5 describes statistical theory for the simple case of nite hypothesis classes.,2.6470588235294117,0.6764705882352942,2.789473684210526,17,2005
Section 6 then goes on to the important case of hyperplane classiers.,2.230769230769231,0.8076923076923077,2.076923076923077,13,2005
"Section 7 describes how concepts from the classication literature  specically, generalization results based on margins on training data  can be derived for linear models for parsing.",2.6785714285714284,1.125,3.9,28,2005
Section 8 describes parameter estimation algorithms motivated by these results.,2.090909090909091,0.7727272727272727,1.9090909090909092,11,2005
"Section 9 gives pointers to results in the literature using the algorithms, and also discusses relationships to Markov Random Fields or maximum-entropy models (Ratnaparkhi et al., 1994; Johnson et al., 1999; Lafferty et al., 2001).",4.090909090909091,0.875,6.020408163265306,44,2005
In this section we introduce the framework for the learning problem that is studied in this paper.,2.5,0.9444444444444444,2.2777777777777777,18,2005
The task is to learn a function F .,1.8888888888888888,0.8888888888888888,1.8888888888888888,9,2005
"X  Y where X is some set of possible inputs (for example a set of possible sentences), and Y is a domain of possible outputs (for example a set of parse trees).",3.9473684210526314,0.9736842105263158,4.128205128205129,38,2005
this can be achieved by xing some arbitrary ordering on the set Y.),1.9285714285714286,1.1785714285714286,2.2142857142857144,14,2005
"Several natural language problems can be seen to be special cases of this framework, through different denitions of GEN and .",2.772727272727273,0.9090909090909091,1.9090909090909092,22,2005
In the next section we show how weighted context-free grammars are one special case.,2.6,0.8,2.764705882352941,15,2005
"Tagging problems can also be framed in this way (e.g., Collins, 2002b).",2.6470588235294117,0.8529411764705882,2.588235294117647,17,2005
in this case GEN(x) is all possible tag sequences for an input sentence x.,2.0,0.7941176470588235,2.4,17,2005
"In (Johnson et al., 1999), GEN(x) is the set of parses for a sentence x under an LFG grammar, and the representation  can track arbitrary features of these parses.",4.921052631578948,0.8026315789473685,3.5789473684210527,38,2005
"In (Ratnaparkhi et al., 1994; Collins, 2000; Collins and Duffy, 2002) GEN(x) is the top N parses from a rst pass statistical model, and the representation  tracks the log-probability assigned by the rst pass model together with arbitrary additional features of the parse trees.",5.553571428571429,0.7946428571428571,3.4827586206896552,56,2005
Walker et al.,1.25,0.75,1.0,4,2005
(2001) show how the approach can be applied to NLP generation.,2.0714285714285716,1.0714285714285714,2.5714285714285716,14,2005
"in this case x is a semantic representation, y is a surface string, and GEN is a deterministic system that maps x to a number of candidate surface realizations.",4.3125,0.71875,2.5625,32,2005
"The framework can also be considered to be a generalization of multi-class classication problems, where for all inputs x, GEN(x) is a xed set of k labels {1, 2, .",3.289473684210526,0.8947368421052632,2.5,38,2005
.,0.0,1.0,0.0,1,2005
.,0.0,1.0,0.0,1,2005
", k} (e.g., see Crammer and Singer, 2001; Elisseeff et al., 1999).",3.0,0.725,4.142857142857143,20,2005
"Say we have a context-free grammar (see (Hopcroft and Ullman, 1979) for a formal denition) G = (N, , R, S) where N is a set of non-terminal symbols,  is an alphabet, R is a set of rules of the form X  Y1Y2    Yn for n  0, X  N, Yi  (N  ), and S is a distinguished start symbol in N. The grammar denes a set of possible strings, and possible string/tree pairs, in a language.",8.272727272727273,0.8051948051948052,3.6576576576576576,77,2005
"We use GEN(x) for all x   to denote the set of possible trees  For convenience we will take the rules in R to be placed in some arbitrary ordering r1, .",2.8857142857142857,1.1,2.5833333333333335,35,2005
.,0.0,1.0,0.0,1,2005
.,0.0,1.0,0.0,1,2005
", rn.",1.0,0.3333333333333333,0.6666666666666666,3,2005
"A weighted grammar G = (N, , R, S, ) also includes a parameter vector   n which assigns a weight to each rule in R. the i-th component of  is the weight of rule ri.",4.425,0.825,3.8297872340425534,40,2005
"Given a sentence x and a tree y spanning the sentence, we assume a function (x, y) which tracks the counts of the rules in (x, y).",3.7142857142857144,0.8571428571428571,3.235294117647059,35,2005
"Specically, the i-th component of (x, y) is the number of times rule ri is seen in (x, y).",2.888888888888889,1.0,3.5714285714285716,27,2005
"Under these denitions, the weighted contextfree grammar denes a function h from sentences to trees.",2.9411764705882355,0.6764705882352942,2.5294117647058822,17,2005
"Finding h(x), the parse with the largest weight, can be achieved in polynomial time using the CKY parsing algorithm (in spite of a possibly exponential number of members of GEN(x)), assuming that the weighted CFG can be converted to an equivalent weighted CFG in Chomsky Normal Form.",3.983050847457627,0.7966101694915254,4.109090909090909,59,2005
"In this paper we consider the structure of the grammar to be xed, the learning problem being reduced to setting the values of the parameters .",2.3333333333333335,0.9444444444444444,2.5185185185185186,27,2005
A basic question is as follows.,2.0,1.0,1.4285714285714286,7,2005
"given a training sample of sentence/tree pairs {(x1, y1), .",3.4,0.6333333333333333,3.8947368421052633,15,2005
.,0.0,1.0,0.0,1,2005
.,0.0,1.0,0.0,1,2005
", (xm, ym)}, what criterion should be used to set the weights in the grammar?",3.0,1.0476190476190477,3.0952380952380953,21,2005
"A very common method  that of Probabilistic Context-Free Grammars (PCFGs)  uses the parameters to dene a distribution P (x, y|) over possible sentence/tree pairs in the grammar.",3.6470588235294117,0.7941176470588235,2.5641025641025643,34,2005
Maximum likelihood estimation is used to set the weights.,2.0,0.9,1.7,10,2005
"We will consider the assumptions under which this method is justied, and argue that these assumptions are likely to be too strong.",2.2916666666666665,1.0833333333333333,3.5833333333333335,24,2005
We will also give an example to show how PCFGs can be badly mislead when the assumptions are violated.,2.05,1.25,2.9,20,2005
"As an alternative we will propose distribution-free methods for estimating the weights, which are justied under much weaker assumptions, and can give quite different estimates of the parameter values in some situations.",3.057142857142857,0.8714285714285714,3.972972972972973,35,2005
"We would like to generalize weighted context-free grammars by allowing the representation (x, y) to be essentially any feature-vector representation of the tree.",2.7037037037037037,0.9629629629629629,3.1666666666666665,27,2005
"There is still a grammar G, dening a set of candidates GEN(x) for each sentence.",2.95,0.75,3.388888888888889,20,2005
The parameters of the parser are a vector .,2.2222222222222223,0.8333333333333334,1.6666666666666667,9,2005
The parsers output is dened in the same way as equation (1.1).,2.2666666666666666,0.8333333333333334,2.0,15,2005
The important thing in this generalization is that the representation  is now not necessarily directly tied to the productions in the grammar.,2.5652173913043477,0.8260869565217391,3.1666666666666665,23,2005
"This is essentially the approach advocated by (Ratnaparkhi et al., 1994; Abney, 1997; Johnson et al., 1999), although the criteria that we will propose for setting the parameters  are quite different.",4.45,1.0,5.744186046511628,40,2005
"While supercially this might appear to be a minor change, it introduces two major challenges.",3.764705882352941,0.9117647058823529,2.3529411764705883,17,2005
The rst problem is how to set the parameter values under these general representations.,2.3333333333333335,0.8,2.466666666666667,15,2005
"The PCFG method described in the next  section, which results in simple relative frequency estimators of rule weights, is not applicable to more general representations.",4.178571428571429,0.75,2.7586206896551726,28,2005
"A generalization of PCFGs, Markov Random Fields (MRFs), has been proposed by several authors (Ratnaparkhi et al., 1994; Abney, 1997; Johnson et al., 1999; Della Pietra et al., 1997).",4.627906976744186,0.8488372093023255,3.760869565217391,43,2005
"In this paper we give several alternatives to MRFs, and we describe the theory and assumptions which underly various models.",3.772727272727273,0.8181818181818182,2.727272727272727,22,2005
The second challenge is that now that the parameters are not tied to rules in the grammar the CKY algorithm is not applicable  in the worst case we may have to enumerate all members of GEN(x) explicitly to nd the highestscoring tree.,3.152173913043478,0.9565217391304348,4.066666666666666,46,2005
One practical solution is to dene the grammar G as a rst pass statistical parser which allows dynamic programming to enumerate its top N candidates.,2.6923076923076925,0.8076923076923077,3.0,26,2005
A second pass uses the more complex representation  to choose the best of these parses.,2.4375,0.8125,2.2941176470588234,16,2005
"This is the approach used in several papers (e.g., Ratnaparkhi et al., 1994; Collins, 2000; Collins and Duffy, 2002).",4.607142857142857,0.9107142857142857,5.0344827586206895,28,2005
This section reviews the basic theory underlying Probabilistic Context-Free Grammars (PCFGs).,2.357142857142857,0.75,2.875,14,2005
"Say we have a context-free grammar G = (N, , R, S) as dened in section 2.1.",5.409090909090909,1.0227272727272727,2.44,22,2005
"We will use T to denote the set of all trees generated by G. Now say we assign a weight p(r) in the range 0 to 1 to each rule r in R. Assuming some arbitrary ordering r1, .",2.0,1.1333333333333333,3.317073170731707,15,2005
.,0.0,1.0,0.0,1,2005
.,0.0,1.0,0.0,1,2005
", rn of the n rules in R, we use  to denote a vector of parameters,  = hlog p(r1), log p(r2), .",3.96875,0.765625,4.366666666666666,32,2005
.,0.0,1.0,0.0,1,2005
.,0.0,1.0,0.0,1,2005
", log p(rn)i.",2.142857142857143,0.7142857142857143,1.0,7,2005
"If c(T, r) is the number of times rule r is seen in a tree T , then the probability of a tree T can be written as.",3.4545454545454546,0.9848484848484849,3.8484848484848486,33,2005
We can now study how to train the grammar from a training sample of trees.,2.1875,1.0625,2.375,16,2005
"Say there is a training set of trees {T1, T2, .",2.7142857142857144,1.0,3.142857142857143,14,2005
.,0.0,1.0,0.0,1,2005
.,0.0,1.0,0.0,1,2005
", Tm}.",1.0,0.5,0.5,4,2005
The log-likelihood  of the training set given parameters  is L() = Pj log P (Tj|).,2.9523809523809526,0.7619047619047619,2.260869565217391,21,2005
"The  maximum-likelihood estimates are to take  = arg max L(), where  is the set of allowable parameter settings (i.e., the parameter settings which obey the constraints in Booth and Thompson, 1973).",3.3846153846153846,0.8205128205128205,3.046511627906977,39,2005
So under what circumstances is maximum-likelihood estimation justied?,1.8888888888888888,1.2777777777777777,2.3636363636363638,9,2005
"Say there is a true set of weights , which dene an underlying distribution P (T |), and that the training set is a sample of size m from this distribution.",3.942857142857143,0.9428571428571428,4.5,35,2005
"Then it can be shown that as m increases to innity, then with probability 1 the parameter estimates  converge to values which give the same distribution over trees as the true parameter values .",3.142857142857143,1.1,3.6052631578947367,35,2005
"To illustrate the deciencies of PCFGs, we give a simple example.",3.3076923076923075,0.6923076923076923,2.0,13,2005
"Say we have a random process which generates just 3 trees, with probabilities {p1, p2, p3}, as shown in gure 1.1a.",2.392857142857143,1.0,3.7142857142857144,28,2005
The training sample will consist of a set of trees drawn from this distribution.,2.066666666666667,0.9,1.8,15,2005
"A test sample will be generated from the same distribution, but in this case the trees will be hidden, and only the surface strings will be seen (i.e., haaaai, haaai and hai with probabilities p1, p2, p3 respectively).",4.787234042553192,0.6382978723404256,3.382978723404255,47,2005
We would like to learn a weighted CFG with as small error as possible on a randomly drawn test sample.,2.4761904761904763,0.8571428571428571,3.1904761904761907,21,2005
"As the size of the training sample goes to innity, the relative frequencies of trees {T1, T2, T3} in the training sample will converge to {p1, p2, p3}.",4.157894736842105,0.7105263157894737,3.5277777777777777,38,2005
This makes it easy to calculate the rule weights that maximum-likelihood estimation converges to  see gure 1.1b.,1.2222222222222223,1.25,3.2857142857142856,18,2005
We will call the PCFG with these asymptotic weights the asymptotic PCFG.,2.230769230769231,0.7307692307692307,2.8461538461538463,13,2005
"Notice that the grammar generates trees never seen in training data, shown in gure 1.1c.",1.2941176470588236,0.9705882352941176,2.6470588235294117,17,2005
The grammar is ambiguous for strings haaaai (both T1 and T4 are possible) and haaai (T2 and T5 are possible).,3.52,0.98,3.12,25,2005
"In fact, under certain conditions T4 and T5 will get higher probabilities under the asymptotic PCFG than T1 and T2, and both strings haaaai and haaai will be mis-parsed.",4.71875,0.578125,3.5,32,2005
"Figure 1.1d shows the distribution of the asymptotic PCFG over the 8 trees when p1 = 0.2, p2 = 0.1 and p3 = 0.7.",4.666666666666667,1.037037037037037,3.576923076923077,27,2005
"In this case both ambiguous strings are mis-parsed by the asymptotic PCFG, resulting in an expected error rate of (p1 + p2) = 30% on newly drawn test examples.",3.3529411764705883,0.7352941176470589,4.138888888888889,34,2005
Figure 1.1d.,0.6666666666666666,1.0,1.0,3,2005
"The probabilities assigned to the trees as the training size goes to innity, for p1 = 0.2, p2 = 0.1, p3 = 0.7.",3.185185185185185,0.9814814814814815,3.1481481481481484,27,2005
"Notice that P (T4) > P (T1), and P (T5) > P (T2), so the induced PCFG will incorrectly map haaaai to T4 and haaai to T2.",4.868421052631579,0.9210526315789473,2.3421052631578947,38,2005
"This is a striking failure of the PCFG when we consider that it is easy to derive weights on the grammar rules which parse both training and test examples with no errors.2 On this example there exist weighted grammars which make no errors, but the maximum likelihood estimation method will fail to nd these weights, even with unlimited amounts of training data.",4.893939393939394,0.9318181818181818,2.476923076923077,66,2005
The next 4 sections of this chapter describe theoretical results underlying the parameter estimation algorithms in section 8.,2.9473684210526314,0.6842105263157895,2.210526315789474,19,2005
In sections 4.1 to 4.3 we describe the basic framework under which we will analyse the various learning approaches.,2.75,0.975,2.7,20,2005
"In section 5 we describe analysis for a simple case, nite hypothesis classes, which will be useful for illustrating ideas and intuition underlying the methods.",2.9285714285714284,0.9285714285714286,2.8214285714285716,28,2005
In section 6 we describe analysis of hyperplane classiers.,2.2,0.95,1.7,10,2005
In section 7 we describe how the results for hyperplane classiers can be generalized to apply to the linear models introduced in section 2.,2.4,1.02,2.88,25,2005
This section introduces a general framework for supervised learning problems.,2.1818181818181817,0.6818181818181818,2.090909090909091,11,2005
"There are several books (Devroye et al., 1996; Vapnik, 1998; Cristianini and Shawe-Taylor, 2000) which cover the material in detail.",4.285714285714286,0.9642857142857143,4.419354838709677,28,2005
"We will use this framework to analyze both parametric methods (PCFGs, for example), and the distributionfree methods proposed in this paper.",3.9615384615384617,0.8846153846153846,4.678571428571429,26,2005
We assume the following.,1.4,0.9,1.4,5,2005
An input domain X and an output domain Y.,2.2222222222222223,0.6666666666666666,2.0,9,2005
The task will be to learn a function mapping each element of X to an element of Y.,1.6666666666666667,1.0833333333333333,1.7222222222222223,18,2005
"In parsing, X is a set of possible sentences and Y is a set of possible trees.",3.1052631578947367,0.8157894736842105,2.4210526315789473,19,2005
"There is some underlying probability distribution D(x, y) over X  Y.",2.466666666666667,0.8333333333333334,2.0714285714285716,15,2005
The distribution is used to generate both training and test examples.,2.0833333333333335,0.8333333333333334,1.9166666666666667,12,2005
"It is an unknown distribution, but it is constant across training and test examples  both training and test examples are drawn independently, identically distributed from D(x, y).",3.588235294117647,0.7794117647058824,3.3333333333333335,34,2005
"There is a loss function L(y, y) which measures the cost of proposing an output y when the true output is y.",1.9615384615384615,1.0384615384615385,2.5,26,2005
"A commonly used cost is the 0-1 loss L(y, y) = 0 if y = y, and L(y, y) = 1 otherwise.",4.71875,0.796875,2.5,32,2005
We will concentrate on this loss function in this paper.,2.0,0.8636363636363636,2.0,11,2005
Under 0-1 loss this is the expected proportion of errors that the hypothesis makes on examples drawn from the distribution D. We would like to learn a function whose expected loss is as low as possible.,2.5454545454545454,0.9090909090909091,2.769230769230769,22,2005
Er(h) is a measure of how successful a function h is.,2.4,1.0,2.4615384615384617,15,2005
"Unfortunately, because we do not have direct access to the distribution D, we cannot explicitly calculate the expected loss of a hypothesis.",3.8076923076923075,0.7307692307692307,3.8076923076923075,26,2005
"The training set is a sample of m pairs {(x1, y1), .",3.176470588235294,0.6176470588235294,2.823529411764706,17,2005
.,0.0,1.0,0.0,1,2005
.,0.0,1.0,0.0,1,2005
", (xm, ym)} drawn from the distribution D. This is the only information we have about D.  Finally, a useful concept is the Bayes Optimal hypothesis, which we will denote as hB.",3.0,0.8461538461538461,2.1025641025641026,13,2005
"It is dened as hB(x) = arg maxyY D(x, y).",2.611111111111111,0.9166666666666666,1.7142857142857142,18,2005
The Bayes optimal hypothesis simply outputs the most likely y under the distribution D for each input x.,1.9444444444444444,0.75,2.3333333333333335,18,2005
It is easy to prove that this function minimizes the expected loss Er(h) over the space of all possible functions  the Bayes optimal hypothesis cannot be improved upon.,2.727272727272727,0.8787878787878788,4.34375,33,2005
"Unfortunately, in general we do not know D(x, y), so the Bayes optimal hypothesis, while useful as a theoretical construct, cannot be obtained directly in practice.",4.055555555555555,0.7361111111111112,4.470588235294118,36,2005
"Given that the only access to the distribution D(x, y) is indirect, through a training sample of nite size m, the learning problem is to nd a hypothesis whose expected risk is low, using only the training sample as evidence.",4.645833333333333,0.8229166666666666,3.608695652173913,48,2005
"Parametric models attempt to solve the supervised learning problem by explicitly modeling either the joint distribution D(x, y) or the conditional distributions D(y|x) for all x.",3.3142857142857145,0.7428571428571429,2.6551724137931036,35,2005
"In the joint distribution case, there is a parameterized probability distribution P (x, y|).",3.6,0.525,2.9473684210526314,20,2005
As the parameter values  are varied the distribution will also vary.,3.0833333333333335,0.9166666666666666,1.7692307692307692,12,2005
"The parameter space  is a set of possible parameter values for which  P (x, y|) is a well-dened distribution (i.e., for which Px,y P (x, y|) = 1).",3.6904761904761907,0.8214285714285714,4.7272727272727275,42,2005
"A crucial assumption in parametric approaches is that there is some    such that D(x, y) = P (x, y|).",2.8214285714285716,0.9107142857142857,2.7857142857142856,28,2005
"Because of this, if we consider the function h(x) = arg maxyY P (x, y| ), then in the limit h(x) will converge to the Bayes optimal function hB(x).",4.75,0.7272727272727273,5.0,44,2005
"So under the assumption that D(x, y) = P (x, y|) for some   , and with innite amounts of training data, the maximumlikelihood method is provably optimal.",6.675675675675675,0.7837837837837838,4.837837837837838,37,2005
Methods which model the conditional distribution D(y|x) are similar.,3.3333333333333335,1.0666666666666667,2.727272727272727,15,2005
"The parameters now dene a conditional distribution P (y|x, ).",3.4,0.7,2.9285714285714284,15,2005
"The assumption is that there is some  such that x, D(y|x) = P (y|x, ).",3.8846153846153846,0.8461538461538461,1.9545454545454546,26,2005
"Maximumlikelihood estimates can be dened in a similar way, and in this case the function h(x) = arg maxyY P (y|x, ) will converge to the Bayes optimal function hB(x) as the sample size goes to innity.",4.551020408163265,0.7346938775510204,3.4545454545454546,49,2005
"From the arguments in the previous section, parametric methods are optimal  provided that two assumptions hold.",3.2777777777777777,0.8333333333333334,2.473684210526316,18,2005
1 The distribution generating the data is in the class of distributions being  considered.,2.3333333333333335,1.1,2.3125,15,2005
"2 The training set is large enough for the distribution dened by the maximum likelihood estimates to converge to the true distribution D(x, y) (in general the guarantees of ML estimation are asymptotic, holding only in the limit as the training data size goes to innity).",3.4814814814814814,0.9259259259259259,3.962962962962963,54,2005
This paper proposes alternatives to maximum-likelihood methods which give theoretical guarantees without making either of these assumptions.,2.111111111111111,1.1388888888888888,2.2,18,2005
"There is no assumption that the distribution generating the data comes from some predened class  the only assumption is that the same, unknown distribution generates both training and test examples.",2.71875,0.8125,4.121212121212121,32,2005
"The methods also provide bounds suggesting how many training samples are required for learning, dealing with the case where there is only a nite amount of training data.",3.2,1.0166666666666666,2.6,30,2005
A crucial idea in distribution-free learning is that of a hypothesis space.,2.4615384615384617,0.7307692307692307,2.1333333333333333,13,2005
"This is a set of functions under consideration, each member of the set being a function h .",2.1052631578947367,1.0,3.1578947368421053,19,2005
X  Y.,0.5,1.5,1.0,2,2005
"For example, in weighted context-free grammars the hypothesis space is.",3.4166666666666665,0.625,2.7142857142857144,12,2005
"So each possible parameter setting denes a different function from sentences to trees, and H is the innite set of all such functions as  ranges over the parameter space n.",2.870967741935484,0.7096774193548387,3.3636363636363638,31,2005
Learning is then usually framed as the task of choosing a good function in H on the basis of a training sample as evidence.,2.88,0.96,2.7777777777777777,25,2005
This strategy is called Empirical Risk Minimization (ERM) by Vapnik (1998).,2.5625,0.84375,2.7222222222222223,16,2005
Two questions which arise are.,2.1666666666666665,1.5,1.3333333333333333,6,2005
"In the limit, as the training size goes to innity, does the error of the ERM method Er(h) approach the error of the best function in the set, Er(h), regardless of the underlying distribution D(x, y)?",3.843137254901961,0.7941176470588235,4.0,51,2005
"In other words, is this method of choosing a hypothesis always consistent?",2.857142857142857,0.9285714285714286,2.4285714285714284,14,2005
The answer to this depends on the nature of the hypothesis space H. For nite hypothesis spaces the ERM method is always consistent.,2.8333333333333335,0.875,1.8333333333333333,24,2005
"For many innite hypothesis spaces, such as the hyperplane classiers described in section 6 of this paper, the method is also consistent.",4.72,0.7,2.48,25,2005
"However, some innite hypothesis spaces can lead to the method being inconsistent  specically, if a measure called the Vapnik-Chervonenkis (VC) dimension (Vapnik and Chervonenkis, 1971) of H is innite, the ERM method may be inconsistent.",5.954545454545454,0.9318181818181818,5.1063829787234045,44,2005
"Intuitively, the VC dimension can be thought of as a measure of the complexity of an innite set of hypotheses.",2.409090909090909,0.7954545454545454,2.5,22,2005
"If the method is consistent, how quickly does Er(h) converge to Er(h)?",2.9,1.15,2.125,20,2005
"In other words, how much training data is needed to have a good chance of getting close to the best function in H?",2.64,1.0,2.44,25,2005
We will see in the next section that the convergence rate depends on various measures of the size of the hypothesis space.,2.347826086956522,0.8260869565217391,3.0,23,2005
"For nite sets, the rate of convergence depends directly upon the size of H. For innite sets, several measures have been proposed  we will concentrate on rates of convergence based on a concept called the margin of a hypothesis on training examples.",2.7333333333333334,1.0666666666666667,2.130434782608696,45,2005
This section gives results and analysis for situations where the hypothesis space H is a nite set.,2.5,0.7777777777777778,2.7777777777777777,18,2005
This is in some ways an unrealistically simple situation  many hypothesis spaces used in practice are innite sets  but we give the results and proofs because they can be useful in developing intuition for the nature of convergence bounds.,3.775,0.8625,3.7142857142857144,40,2005
In the following sections we consider innite hypothesis spaces such as weighted context-free grammars.,2.6666666666666665,0.6333333333333333,2.6470588235294117,15,2005
A couple of basic results from probability theory will be very useful.,2.4615384615384617,0.8846153846153846,1.8461538461538463,13,2005
The rst results are the Chernoff bounds.,2.125,0.5625,1.75,8,2005
"Consider a binary random variable X (such as the result of a coin toss) which has probability p of being 1, and (1  p) of being 0.",3.6666666666666665,1.0151515151515151,4.5,33,2005
"Now consider a sample of size m, {x1, x2, .",2.7857142857142856,0.8214285714285714,2.857142857142857,14,2005
.,0.0,1.0,0.0,1,2005
.,0.0,1.0,0.0,1,2005
", xm} drawn from this process.",2.375,0.75,1.75,8,2005
Dene the relative frequency of xi = 1 (the coin coming  up heads) in this sample to be p = Pi xi/m.,2.8,1.02,3.5357142857142856,25,2005
"The relative frequency p is a  very natural estimate of the underlying probability p, and by the law of large numbers p will converge to p as the sample size m goes to innity.",4.027777777777778,0.6527777777777778,3.5405405405405403,36,2005
"Chernoff bounds give results concerning how quickly p converges to p. Thus Chernoff bounds go a step further than the law of large numbers, which is an asymptotic result (a result concerning what happens as the sample size goes to innity).",3.2,1.011111111111111,2.8,45,2005
The bounds are.,1.5,0.875,0.75,4,2005
Theorem 1 (Chernoff Bounds).,2.0,0.5714285714285714,1.5714285714285714,7,2005
"For all p  [0, 1],  > 0, with the probability P being taken over the distribution of training samples of size m generated with underlying parameter p.  The rst bound states that for all values of p, and for all values of , if we repeatedly draw training samples of size m of a binary variable with underlying probability p, the relative proportion of training samples for which the value (p p) exceeds  is at most3 e2m2.",3.5454545454545454,0.8636363636363636,3.902173913043478,33,2005
"It is always possible for p to diverge substantially from p  it is possible to draw an extremely unrepresentative training sample, such as a sample of all heads when p = 0.7, for example  but as the sample size is increased the chances of us being this unlucky become increasingly unlikely.",4.592592592592593,1.0833333333333333,3.8035714285714284,54,2005
A second useful result is the Union Bound.,2.4444444444444446,0.7222222222222222,1.8888888888888888,9,2005
Here we use the notation P [AB] to mean the probability of A or B occurring.,2.526315789473684,0.9473684210526315,2.9473684210526314,19,2005
The Union Bound follows directly from the axioms of probability theory.,2.1666666666666665,0.9583333333333334,1.8333333333333333,12,2005
"For example, if n = 2, then P [A1  A2] = P [A1] + P [A2]  P [A1A2]  P [A1] + P [A2], where P [A1A2] means the probability of both A1 and A2 occurring.",5.452830188679245,0.5754716981132075,3.5714285714285716,53,2005
The more general result for all n follows by induction on n.  We are now in a position to apply these results to learning problems.,2.6923076923076925,0.8846153846153846,1.8148148148148149,13,2005
"First, consider just a single member of H, a function h. Say we draw a training sample {(x1, y1), .",3.925925925925926,0.7407407407407407,2.740740740740741,27,2005
.,0.0,1.0,0.0,1,2005
.,0.0,1.0,0.0,1,2005
", (xm, ym)} from some unknown distribution D(x, y).",3.2222222222222223,0.8333333333333334,3.5,18,2005
"We can calculate the relative frequency of errors of h on this sample,  So for any single member of H, the Chernoff bound describes how its observed error on the training set is related to its true probability of error.",3.883720930232558,0.8604651162790697,3.6363636363636362,43,2005
"Now consider the entire set of hypotheses H. Say we assign an arbitrary ordering to the n = |H| hypotheses, so that H = {h1, h2, .",3.606060606060606,0.9848484848484849,5.032258064516129,33,2005
.,0.0,1.0,0.0,1,2005
.,0.0,1.0,0.0,1,2005
", hn}.",1.0,0.5,0.5,4,2005
Consider the probability of any one of the hypotheses hi having its estimated loss Er(hi) diverge by more than  from its expected loss Er(hi).,3.129032258064516,0.9838709677419355,4.714285714285714,31,2005
"Thus for all hypotheses h in the set H, Er(h) converges to Er(h) as the sample size m goes to innity.",3.5517241379310347,0.8275862068965517,3.48,29,2005
"This result is known as a Uniform Convergence Result, in that it describes how a whole set of empirical error rates converge to their respective expected errors.",2.8620689655172415,0.7758620689655172,3.586206896551724,29,2005
