sentence,yngve_score,frazier_score,dependency_distance_score,count,year
A probabilistic context-free grammar is a simple modication of a context-free grammar in which each rule in the grammar has an associated probability P( | X).,2.793103448275862,0.7586206896551724,3.71875,29,2003
"This can be interpreted as the conditional probability of Xs being expanded using the rule X  , as opposed to one of the other possibilities for expanding X listed in the grammar.",2.515151515151515,1.0303030303030303,3.138888888888889,33,2003
"The probability of a derivation is then a product of terms, each term corresponding to a rule application in the derivation.",2.391304347826087,0.8913043478260869,2.652173913043478,23,2003
"The probability of a given tree-sentence pair (T, S) derived by n applications of context-free rules LHSi  RHSi (where LHS stands for left-hand side, RHS for right-hand side), 1  i  n, under the PCFG is  Booth and Thompson (1973) specify the conditions under which the PCFG does in fact dene a distribution over the possible derivations (trees) generated by the underlying grammar.",3.68,1.0133333333333334,4.2967032967032965,75,2003
The rst condition is that the rule probabilities dene conditional distributions over how each nonterminal in the grammar can expand.,2.4285714285714284,0.9761904761904762,2.857142857142857,21,2003
The second is a technical condition that guarantees that the stochastic process generating trees terminates in a nite number of steps with probability one.,2.44,1.02,2.36,25,2003
A central problem in PCFGs is to dene the conditional probability P( | X) for each rule X   in the grammar.,3.3333333333333335,0.7916666666666666,3.08,24,2003
A simple way to do this is to take counts from a treebank and then to use the maximum-likelihood estimates.,3.1904761904761907,0.9285714285714286,2.8260869565217392,21,2003
"If the treebank has actually been generated from a probabilistic context-free grammar with the same rules and nonterminals as the model, then in the limit, as the training sample size approaches innity, the probability distribution implied by these estimates will converge to the distribution of the underlying grammar.2  Once the model has been trained, we have a model that denes P(T, S) for any sentence-tree pair in the grammar.",5.2025316455696204,0.8607594936708861,3.876543209876543,79,2003
"The output on a new test sentence S is the most likely tree under this model,  The parser itself is an algorithm that searches for the tree, Tbest, that maximizes P(T, S).",2.875,1.0,3.076923076923077,40,2003
"In the case of PCFGs, this can be accomplished using a variant of the CKY algorithm applied to weighted grammars (providing that the PCFG can be converted to an equivalent PCFG in Chomsky normal form); see, for example, Manning and Sch utze (1999).",4.788461538461538,0.9230769230769231,4.384615384615385,52,2003
"If the model probabilities P(T, S) are the same as the true distribution generating training and test examples, returning the most likely tree under P(T, S) will be optimal in terms of minimizing the expected error rate (number of incorrect trees) on newly drawn test examples.",4.258620689655173,0.8362068965517241,3.7222222222222223,58,2003
"Hence if the data are generated by a PCFG, and there are enough training examples for the maximum-likelihood estimates to converge to the true values, then this parsing method will be optimal.",5.457142857142857,0.7285714285714285,4.081081081081081,35,2003
"In practice, these assumptions cannot be veried and are arguably quite strong, but these limitations have not prevented generative models from being successfully applied to many NLP and speech tasks.",3.9411764705882355,0.6029411764705882,2.9411764705882355,34,2003
(See Collins [2002] for a discussion of other ways of conceptualizing the parsing problem.),2.8947368421052633,0.9473684210526315,3.210526315789474,19,2003
"In the Penn Treebank (Marcus, Santorini, and Marcinkiewicz 1993), which is the source of data for our experiments, the rules are either internal to the tree, where LHS is a nonterminal and RHS is a string of one or more nonterminals, or lexical, where LHS is a part-of-speech tag and RHS is a word.",5.171875,0.859375,3.4558823529411766,64,2003
(See Figure 1 for an example.),2.4444444444444446,0.7222222222222222,2.4444444444444446,9,2003
2.2 Lexicalized PCFGs A PCFG can be lexicalized3 by associating a word w and a part-of-speech (POS) tag t with each nonterminal X in the tree.,2.9655172413793105,0.9137931034482759,3.393939393939394,29,2003
(See Figure 2 for an example tree.),2.6,0.65,2.7,10,2003
The PCFG model can be applied to these lexicalized rules and trees in exactly the same way as before.,2.8,0.675,2.6,20,2003
"Whereas before the nonterminals were simple (for example, S or NP), they are now extended to include a word and part-of-speech tag (for example, S(bought,VBD) or NP(IBM,NNP)).",4.377777777777778,0.7666666666666667,4.066666666666666,45,2003
"Thus we write a nonterminal as X(x), where x = (cid.6)w, t(cid.7) and X is a constituent label.",4.75,0.765625,4.583333333333333,32,2003
"Formally, nothing has changed, we have just vastly increased the number of nonterminals in the grammar (by up to a factor of |V|  |T |,  2 This point is actually more subtle than it rst appears (we thank one of the anonymous reviewers for pointing this out), and we were unable to nd proofs of this property in the literature for PCFGs.",5.36986301369863,1.047945205479452,4.541666666666667,73,2003
"The rule probabilities for any nonterminal that appears with probability greater than zero in parse derivations will converge to their underlying values, by the usual properties of maximum-likelihood estimation for multinomial distributions.",3.0294117647058822,0.8823529411764706,2.861111111111111,34,2003
"Assuming that the underlying PCFG generating training examples meet both criteria in Booth and Thompson (1973), it can be shown that convergence of rule probabilities implies that the distribution over trees will converge to that of the underlying PCFG, at least when Kullback-Liebler divergence or the innity norm is taken to be the measure of distance between the two distributions.",3.876923076923077,0.9615384615384616,3.582089552238806,65,2003
Thanks to Tommi Jaakkola and Nathan Srebro for discussions on this topic.,2.4615384615384617,0.8461538461538461,2.5384615384615383,13,2003
3 We nd lexical heads in Penn Treebank data using the rules described in Appendix A of Collins (1999).,3.090909090909091,1.0227272727272727,2.5454545454545454,22,2003
The rules are a modied version of a head table provided by David Magerman and used in the parser described in Magerman (1995).,2.5,0.8653846153846154,3.1153846153846154,26,2003
A lexicalized parse tree and a list of the rules it contains.,4.076923076923077,0.7307692307692307,2.076923076923077,13,2003
where |V| is the number of words in the vocabulary and |T | is the number of part-ofspeech tags).,3.7083333333333335,0.875,2.6956521739130435,24,2003
"Although nothing has changed from a formal point of view, the practical consequences of expanding the number of nonterminals quickly become apparent when one is attempting to dene a method for parameter estimation.",3.8285714285714287,1.1,2.857142857142857,35,2003
"The simplest solution would be to use the maximum-likelihood estimate as in equation (1), for example,  But the addition of lexical items makes the statistics for this estimate very sparse.",4.2,0.7285714285714285,4.184210526315789,35,2003
"The count for the denominator is likely to be relatively low, and the number of outcomes (possible lexicalized RHSs) is huge, meaning that the numerator is very likely to be zero.",4.722222222222222,0.8472222222222222,3.0833333333333335,36,2003
Predicting the whole lexicalized rule in one go is too big a step.,3.4285714285714284,0.6428571428571429,2.7857142857142856,14,2003
"One way to overcome these sparse-data problems is to break down the generation of the RHS of each rule into a sequence of smaller steps, and then to make independence assumptions to reduce the number of parameters in the model.",4.166666666666667,1.0,3.75,42,2003
The decomposition of rules should aim to meet two criteria.,2.090909090909091,1.0909090909090908,1.7272727272727273,11,2003
"First, the steps should be small enough for the parameter estimation problem to be feasible (i.e., in terms of having sufcient training data to train the model, providing that smoothing techniques are used to mitigate remaining sparse-data problems).",3.409090909090909,0.9545454545454546,4.195652173913044,44,2003
"Second, the independence assumptions made should be linguistically plausible.",2.272727272727273,0.9090909090909091,2.4545454545454546,11,2003
In the next sections we describe three statistical parsing models that have an increasing degree of linguistic sophistication.,2.736842105263158,0.8421052631578947,2.526315789473684,19,2003
Model 1 uses a decomposition of which parameters corresponding to lexical dependencies are a natural result.,2.2941176470588234,1.0,3.0588235294117645,17,2003
The model also incorporates a preference for right-branching structures through conditioning on distance features.,2.4,0.9,2.5789473684210527,15,2003
Model 2 extends the decomposition to include a step in which subcategorization frames are chosen probabilistically.,2.1176470588235294,1.088235294117647,2.5294117647058822,17,2003
Model 3 handles wh-movement by adding parameters corresponding to slash categories being passed from the parent of the rule to one of its children or being discharged as a trace.,3.2580645161290325,1.096774193548387,3.1818181818181817,31,2003
This section describes how the generation of the RHS of a rule is broken down into a sequence of smaller steps in model 1.,2.4,1.0,3.04,25,2003
The rst thing to note is that each internal rule in a lexicalized PCFG has the form.,2.7777777777777777,0.8333333333333334,3.111111111111111,18,2003
"Note that lexical rules, in contrast to the internal rules, are completely deterministic.",3.4375,0.875,3.0,16,2003
"They always take the form where P is a part-of-speech tag, h is a word-tag pair (cid.6)w, t(cid.7), and the rule rewrites to just the word w. (See Figure 2 for examples of lexical rules.)",4.285714285714286,0.7346938775510204,3.938775510204082,49,2003
"Formally, we will always take a lexicalized nonterminal P(h) to expand deterministically (with probability one) in this way if P is a part-of-speech symbol.",3.4193548387096775,0.8870967741935484,3.878787878787879,31,2003
Thus for the parsing models we require the nonterminal labels to be partitioned into two sets.,2.588235294117647,0.8235294117647058,2.764705882352941,17,2003
part-of-speech symbols and other nonterminals.,2.0,0.6666666666666666,2.0,6,2003
Internal rules always have an LHS in which P is not a part-of-speech symbol.,2.2666666666666666,0.9333333333333333,3.0,15,2003
"Because lexicalized rules are deterministic, they will not be discussed in the remainder of this article.",2.8333333333333335,0.8888888888888888,2.388888888888889,18,2003
All of the modeling choices concern internal rules.,2.3333333333333335,0.6666666666666666,2.7777777777777777,9,2003
The probability of an internal rule can be rewritten (exactly) using the chain rule  of probabilities.,3.0,0.8157894736842105,2.45,19,2003
"In summary, the generation of the RHS of a rule such as (2), given the LHS, has  been decomposed into three steps.5  Generate the head constituent label of the phrase, with probability Ph(H | P, h).",3.75,0.8854166666666666,4.340425531914893,48,2003
"In this example, and in the examples in the rest of the article, for brevity we omit the part-of-speech tags associated with words, writing, for example S(bought) rather than S(bought,VBD).",4.255813953488372,0.8488372093023255,4.4186046511627906,43,2003
"We emphasize that throughout the models in this article, each word is always paired with its part of speech, either when the word is generated or when the word is being conditioned upon.",4.444444444444445,1.0555555555555556,4.111111111111111,36,2003
Adding Distance to the Model.,1.6666666666666667,0.9166666666666666,1.8333333333333333,6,2003
In this section we rst describe how the model can be extended to be history-based. We then show how this extension can be utilized in incorporating distance features into the model.,2.1875,1.3125,2.871794871794872,16,2003
Black et al.,1.25,0.75,1.0,4,2003
(1992) originally introduced history-based models for parsing.,2.6,0.8,1.9166666666666667,10,2003
"Equations (3) and (4) of the current article made the independence assumption that each modier is generated independently of the others (i.e., that the modiers are generated independently of everything except P, H, and h).",3.0,0.8555555555555555,3.7333333333333334,45,2003
"In general, however, the probability of generating each modier could depend on any function of the previous modiers, head/parent category, and headword.",3.5925925925925926,0.7777777777777778,3.310344827586207,27,2003
"Moreover, if the top-down derivation order is fully specied, then the probability of generating a modier can be conditioned on any structure that has been previously generated.",3.5,0.9666666666666667,4.46875,30,2003
The remainder of this article assumes that the derivation order is depth-rst.,2.3846153846153846,0.9230769230769231,2.4,13,2003
"that is, each modier recursively generates the subtree below it before the next modier is generated.",2.6666666666666665,0.7777777777777778,2.8333333333333335,18,2003
(Figure 3 gives an example that illustrates this.),2.727272727272727,1.0,2.3636363636363638,11,2003
"The models in Collins (1996) showed that the distance between words standing in head-modier relationships was important, in particular, that it is important to capture a preference for right-branching structures (which almost translates into a preference for dependencies between adjacent words) and a preference for dependencies not to cross a verb.",3.2586206896551726,1.1293103448275863,3.8225806451612905,58,2003
In this section we describe how this information can be incorporated into model 1.,2.2,1.0,2.6,15,2003
"In section 7.2, we describe experiments that evaluate the effect of these features on parsing accuracy.",2.6666666666666665,1.1388888888888888,2.2222222222222223,18,2003
A partially completed tree derived depth-rst.,2.2857142857142856,0.7857142857142857,1.6666666666666667,7,2003
???,0.0,1.0,1.5,1,2003
"? marks the position of the next modier to be generatedit could be a nonterminal/headword/head-tag triple, or the STOP symbol.",0.0,1.0,3.225806451612903,1,2003
"The distribution over possible symbols in this position could be conditioned on any previously generated structure, that is, any structure appearing in the gure.",2.6296296296296298,0.9444444444444444,2.4444444444444446,27,2003
"The next child, R3(r3), is generated with probability P(R3(r3) | P, H, h, distancer(2)).",4.21875,0.828125,3.5416666666666665,32,2003
The distance is a function of the surface string below previous modiers R1 and R2.,2.5,0.65625,2.1875,16,2003
"In principle the model could condition on any structure dominated by H, R1, or R2 (or, for that matter, on any structure previously generated elsewhere in the tree).",4.257142857142857,0.7285714285714285,3.7714285714285714,35,2003
Distance can be incorporated into the model by modifying the independence assumptions so that each modier has a limited dependence on the previous modiers.,2.4,0.82,2.88,25,2003
Here distancel and distancer are functions of the surface string below the previous modiers.,2.3333333333333335,0.7666666666666667,2.3333333333333335,15,2003
(See Figure 4 for illustration.),2.375,0.8125,2.25,8,2003
"The distance measure is similar to that in Collins (1996), a vector with the following two elements.",2.5714285714285716,0.8333333333333334,3.238095238095238,21,2003
(1) Is the string of zero length?,2.1,0.75,1.7,10,2003
(2) Does the string contain a verb?,2.8,0.8,1.8,10,2003
The rst feature allows the model to learn a preference for right-branching structures.,2.142857142857143,0.8571428571428571,2.25,14,2003
The second feature6 allows the model to learn a preference for modication of the most recent verb.7  3.2 Model 2.,2.409090909090909,0.8181818181818182,2.727272727272727,22,2003
The Complement/Adjunct Distinction and Subcategorization The tree depicted in Figure 2 illustrates the importance of the complement/adjunct distinction.,2.8947368421052633,0.8157894736842105,2.0434782608695654,19,2003
"It would be useful to identify IBM as a subject and Last week as an adjunct (temporal modier), but this distinction is not made in the tree, as both NPs are in the same position8 (sisters to a VP under an S node).",3.92,0.74,4.3,50,2003
From here on we will identify complements9 by attaching a -C sufx to nonterminals.,2.3125,1.0625,2.2666666666666666,16,2003
Figure 5 shows the tree in Figure 2 with added complement markings.,2.3846153846153846,0.7307692307692307,2.3846153846153846,13,2003
"A postprocessing stage could add this detail to the parser output, but there are a couple of reasons for making the distinction while parsing.",3.5,0.75,2.6923076923076925,26,2003
"First, identifying complements is complex enough to warrant a probabilistic treatment.",2.230769230769231,0.8461538461538461,2.3076923076923075,13,2003
"Lexical information is needed (for example, knowledge that week is likely to be a temporal modier).",2.65,1.075,3.4,20,2003
"Knowledge about subcategorization preferences (for example, that a verb takes exactly one subject) is also required.",3.4,1.125,2.9,20,2003
"For example, week can sometimes be a subject, as in Last week was a good one, so the model must balance the preference for having a subject against  6 Note that this feature means that dynamic programming parsing algorithms for the model must keep track of whether each constituent does or does not have a verb in the string to the right or left of its head.",2.9295774647887325,0.9084507042253521,3.763888888888889,71,2003
See Collins (1999) for a full description of the parsing algorithms.,2.357142857142857,0.8928571428571429,2.7142857142857144,14,2003
"7 In the models described in Collins (1997), there was a third question concerning punctuation.",3.8947368421052633,1.0,2.736842105263158,19,2003
"(3) Does  the string contain 0, 1, 2 or more than 2 commas?",3.4444444444444446,0.5833333333333334,3.210526315789474,18,2003
"(where a comma is anything tagged as , or .).",2.75,1.1666666666666667,2.235294117647059,12,2003
"The model described in this article has a cleaner incorporation of punctuation into the generative process, as described in section 4.3.",3.347826086956522,0.8260869565217391,2.9565217391304346,23,2003
"8 Except that IBM is closer to the VP, but note that IBM is also the subject in IBM last week bought Lotus.",3.64,1.02,3.2,25,2003
9 We use the term complement in a broad sense that includes both complements and speciers under the  terminology of government and binding.,2.875,0.9791666666666666,2.56,24,2003
A tree with the -C sufx used to identify complements.,2.75,1.1666666666666667,1.9090909090909092,12,2003
"IBM and Lotus are in subject and object position, respectively.",3.1666666666666665,0.625,3.1666666666666665,12,2003
Last week is an adjunct.,1.6666666666666667,0.75,1.3333333333333333,6,2003
"These problems are not restricted to NPs; compare The spokeswoman said (SBAR that the asbestos was dangerous) with Bonds beat short-term investments (SBAR because the market is down), in which an SBAR headed by that is a complement, but an SBAR headed by because is an adjunct.",6.0,0.9818181818181818,5.245614035087719,55,2003
A second reason for incorporating the complement/adjunct distinction into the parsing model is that this may help parsing accuracy.,2.8,1.0,2.772727272727273,20,2003
The assumption that complements are generated independently of one another often leads to incorrect parses.,2.1875,1.34375,2.1875,16,2003
(See Figure 6 for examples.),2.375,0.8125,2.25,8,2003
Identifying Complements and Adjuncts in the Penn Treebank.,2.4444444444444446,0.4444444444444444,2.3333333333333335,9,2003
We add the -C sufx to all nonterminals in training data that satisfy the following conditions.,2.3333333333333335,1.0,2.4705882352941178,18,2003
The nonterminal must not have one of the following semantic tags.,2.1666666666666665,0.7083333333333334,2.1666666666666665,12,2003
"ADV, VOC, BNF, DIR, EXT, LOC, MNR, TMP, CLR or PRP.",7.9,0.25,2.3,20,2003
See Marcus et al.,1.4,1.1,2.0,5,2003
(1994) for an explanation of what these tags signify.,3.4166666666666665,0.8333333333333334,2.3333333333333335,12,2003
"For example, the NP Last week in gure 2 would have the TMP (temporal) tag, and the SBAR in (SBAR because the market is down) would have the ADV (adverbial) tag.",4.45,0.75,4.6,40,2003
The nonterminal must not be on the RHS of a coordinated phrase.,2.076923076923077,0.7307692307692307,2.0,13,2003
"For example, in the rule S  S CC S, the two child Ss would not be marked as complements.",4.136363636363637,0.5909090909090909,2.0,22,2003
"In addition, the rst child following the head of a prepositional phrase is marked as a complement.",2.8947368421052633,0.7631578947368421,3.1052631578947367,19,2003
Probabilities over Subcategorization Frames.,1.4,0.8,1.6,5,2003
"Model 1 could be retrained on training data with the enhanced set of nonterminals, and it might learn the lexical properties that distinguish complements and adjuncts (IBM vs. week, or that vs. because).",4.131578947368421,0.9342105263157895,3.236842105263158,38,2003
"It would still suffer, however, from the bad independence assumptions illustrated in Figure 6.",2.411764705882353,0.9411764705882353,2.5294117647058822,17,2003
"To solve these kinds of problems, the generative process is extended to include a probabilistic choice of left and right subcategorization frames.",3.1666666666666665,0.7291666666666666,2.625,24,2003
Thus the subcategorization requirements are added to the conditioning context.,2.1818181818181817,0.6818181818181818,2.090909090909091,11,2003
As complements are generated they are removed from the appropriate subcategorization multiset.,2.076923076923077,1.1153846153846154,2.230769230769231,13,2003
"Most importantly, the probability of generating the STOP symbol will be zero when the subcategorization frame is non-empty, and the probability of generating a particular complement will be zero when that complement is not in the subcategorization frame; thus all and only the required complements will be generated.",5.1923076923076925,0.8557692307692307,4.055555555555555,52,2003
Here the head initially decides to take a single NP-C (subject) to its left and no complements to its right.,3.782608695652174,0.8260869565217391,2.92,23,2003
"NP-C(IBM) is immediately generated as the required subject, and NP-C is removed from LC, leaving it empty when the next modier, NP(week), is generated.",3.8285714285714287,0.9,3.5428571428571427,35,2003
"The incorrect structures in Figure 6 should now have low probability, because Plc({NP-C,NP-C} | S,VP,was) and Prc({NP-C,VP-C} | VP,VB,was) should be small.",5.6521739130434785,0.9239130434782609,4.208333333333333,46,2003
Another obstacle to extracting predicate-argument structure from parse trees is whmovement.,2.6666666666666665,1.0,2.357142857142857,12,2003
This section describes a probabilistic treatment of extraction from relative clauses.,2.5,0.7916666666666666,2.0833333333333335,12,2003
"Noun phrases are most often extracted from subject position, object position, or from within PPs.",3.111111111111111,0.75,2.1666666666666665,18,2003
It might be possible to write rule-based patterns that identify traces in a parse tree.,1.9375,1.21875,2.388888888888889,16,2003
"We argue again, however, that this task is best integrated into the parser.",2.125,1.0625,3.1875,16,2003
"The task is complex enough to warrant a probabilistic treatment, and integration may help parsing accuracy.",3.6666666666666665,0.7777777777777778,2.8333333333333335,18,2003
"A couple of complexities are that modication by an SBAR does not always involve extraction (e.g., the fact (SBAR that besoboru is played with a ball and a bat)), and it is not uncommon for extraction to occur through several constituents (e.g., The changes (SBAR that he said the government was prepared to make TRACE)).",4.6716417910447765,1.0298507462686568,5.507462686567164,67,2003
One hope is that an integrated treatment of traces will improve the parameterization of the model.,2.3529411764705883,0.9411764705882353,2.823529411764706,17,2003
"In particular, the subcategorization probabilities are smeared by extraction.",2.5454545454545454,0.7727272727272727,2.1818181818181817,11,2003
"In examples (1), (2), and (3), bought is a transitive verb; but without knowledge of traces, example (2) in training data will contribute to the probability of boughts being an intransitive verb.",5.108695652173913,1.065217391304348,4.042553191489362,46,2003
Formalisms similar to GPSG (Gazdar et al.,2.0,1.1111111111111112,2.111111111111111,9,2003
1985) handle wh-movement by adding a gap feature to each nonterminal in the tree and propagating gaps through the tree until they are nally discharged as a trace complement (see Figure 7).,3.638888888888889,0.9166666666666666,3.736842105263158,36,2003
"In extraction cases the Penn Treebank annotation coindexes a TRACE with the WHNP head of the SBAR, so it is straightforward to add this information to trees in training data.",4.0625,0.703125,2.375,32,2003
A +gap feature can be added to nonterminals to describe wh-movement.,2.230769230769231,1.1538461538461537,2.2,13,2003
